track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist,track,album,genres_top,genres_all,year_released
203,0.7052994864834926,0.4184395629967803,0.09798262847621934,0.06207541666753285,0.06803794795901241,0.04153512700756959,0.3265943526984168,0.44831775929035234,Ed Askew,Song For R,Blue Piano,Folk,['Folk'],2009.0
204,0.8020676914438851,0.33948933199897907,0.1857187432311444,0.21750047666357875,0.11911993151173103,0.03237734705991399,0.3178892831190596,0.20819475463271578,Ed Askew,My Dream,Blue Piano,Folk,['Folk'],2009.0
205,0.6714991878995753,0.1961994593433527,0.09037792557851075,0.6512803252916666,0.06861468994403629,0.021737156387624745,0.2566126606099887,0.08502848952215751,Ed Askew,What Crow Saw,What I Know,Folk,['Folk'],2009.0
206,0.5543767944780673,0.2244620609723884,0.116867930612336,0.5416936138783376,0.07155418316129523,0.021163766669955154,0.24840206526764763,0.5176114143151155,Ed Askew,Bella Crane,What I Know,Folk,['Folk'],2009.0
207,0.5895266726864432,0.3784245806889316,0.005366734296015898,0.5434418328476229,0.06447543095289883,0.14849161909041067,0.0922767336635267,0.42328887734454657,Ed Askew,Piano 3,Blue Piano,Folk,['Folk'],2009.0
208,0.6720290580153161,0.28396075519332825,0.24768976463133077,0.5340519649103637,0.14214568048774262,0.022619090435716294,0.2798509861189415,0.1488217786485931,Ed Askew,Safe Harbor,Blue Piano,Folk,['Folk'],2009.0
209,0.6088853148711783,0.29405741919988576,0.3520560280840108,0.5487367613819486,0.2258416752008435,0.04898007215844144,0.21383543639463268,0.13639766772652995,Ed Askew,Safe Harbor,Blue Piano,Folk,['Folk'],2009.0
210,0.7584053188993599,0.3297090344684161,0.17400647878845035,0.40213202265118764,0.08109972933071354,0.026440000079918802,0.2704375387401571,0.20907463856622893,Ed Askew,In the French Court,Blue Piano,Folk,['Folk'],2009.0
211,0.6681995969030091,0.4082496358243883,0.11663530804593034,0.5434035453496214,0.11140056237366677,0.02011612044811001,0.23296385086087804,0.10422776002304707,Ed Askew,In America,Blue Piano,Folk,['Folk'],2009.0
212,0.6079698166711633,0.4816920550468269,0.25711678454018544,0.021511651433292697,0.44552048633693353,0.0208362060982601,0.2640507727349402,0.2512532831020103,Ed Askew,When I Arive,Blue Piano,Folk,['Folk'],2009.0
213,0.624278053089091,0.20907737224236494,0.2279842193255266,0.6145845439432015,0.05547576452382633,0.021892721227596917,0.3639878876399355,0.02878480313193658,Au,Boute,Au,Pop,['Pop'],2007.0
226,0.08354139930827784,0.34098544297022726,0.47715028568962514,0.5561416701300261,0.0626530168488056,0.018409128880930787,0.34914764286462946,0.4621855004551406,Bad News Bats,W.T.M.,Bad News Bats,Rock,"['Punk', 'Rock']",2006.0
228,0.010892546999741732,0.23525195726551426,0.5670003786849692,0.5997553316922054,0.09864450589759832,0.02508856917282095,0.364882344425874,0.34618301746306723,Bad News Bats,Don't Run With Pizzas,Bad News Bats,Rock,"['Punk', 'Rock']",2006.0
236,0.1426493456666579,0.5264825593928981,0.2759311264993901,0.5085894296079184,0.10084502273427014,0.06309949773634813,0.2793373959809879,0.524867067301382,Banana Clipz,"Push Am (Left, Right)",Bersa Discos #8,Electronic,"['International', 'African', 'Electronic']",0.0
237,0.6114263601704575,0.19338789514892513,0.3416294352126104,0.6037784732883276,0.05604806154699741,0.07465583256763086,0.3132873431534309,0.025218532249631814,Barnacled,Garbage and (Garbage and Fire),6,Jazz,['Jazz'],2003.0
238,0.6682694651993637,0.16825613595079764,0.196429014894184,0.6581639718283828,0.07955763900282048,0.033405557625226213,0.1985334301020057,0.08050311062205974,Barnacled,France Attacks,6,Jazz,['Jazz'],2003.0
247,0.5763245262382829,0.25641218732212595,0.28131410509622173,0.5443555828108491,0.053892286950134316,0.02606166502542608,0.2932022109145098,0.37025812472342146,Bird Names,A New Map for Kissing,On Opaque Things,Rock,['Rock'],2009.0
249,0.5755693209371445,0.21840895546408678,0.3074825753136713,0.5691559414333996,0.06429596918835276,0.041345089682866244,0.3841815774760491,0.22157299612505763,Bird Names,The Indefinite Time Yet to Come,On Opaque Things,Rock,['Rock'],2009.0
252,0.5859518917210857,0.4189647068661747,0.14788988687814053,0.5583143991425141,0.06248525849901558,0.021511302684575736,0.24377985734443786,0.28939040332840166,Bird Names,It's Becoming a Stranger,On Opaque Things,Rock,['Rock'],2009.0
255,0.5252649918412965,0.3743149705936566,0.2318016374193147,0.47972250024387775,0.0605200577912575,0.03597641105225332,0.24568569771647442,0.48456255857755975,Bird Names,We Want to be Old,On Opaque Things,Rock,['Rock'],2009.0
256,0.27821682677709336,0.16945331124831475,0.6285944547996448,0.5798421280772439,0.26340674456480967,0.09780181209666633,0.28633540019142134,0.03996024990728819,Black Elk,Toggle,Black Elk,Metal,"['Rock', 'Metal']",2009.0
257,0.24661595282287563,0.13076847668922176,0.6489946094897239,0.6531071513971809,0.10141989219459432,0.044246936282528786,0.2063510970808148,0.1396877295798645,Black Elk,My Lil',Black Elk,Metal,"['Rock', 'Metal']",2009.0
258,0.0437148621038166,0.20453444474857993,0.667472382944191,0.6224223166866157,0.0828571904497378,0.06443666332864895,0.3194158118757442,0.10139965963211837,Black Elk,Eyebone,Black Elk,Metal,"['Rock', 'Metal']",2009.0
303,0.5784944425368717,0.27634387687658557,0.15259984769481988,0.5388839171559542,0.07192002137918777,0.21174891324638437,0.30732133003045514,0.3617169616607017,Blah Blah Blah,Splish spladdy,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
304,0.6141011287504045,0.19782839182535428,0.047474960417642396,0.6490569370776286,0.07912876865548009,0.02419715246278947,0.3880325257880821,0.052904123982021815,Blah Blah Blah,Woo You,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
305,0.516545405570122,0.4955010445281135,0.053724154977833796,0.6322666271736522,0.07545650683873736,0.02874466735708993,0.2704979370089362,0.07295965966514383,Blah Blah Blah,Disney on Ice,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
306,0.676835759331183,0.21279672496058372,0.2395443171609971,0.5318901737427785,0.07771088639670695,0.031060932218746843,0.3802201542342855,0.06892853449461747,Blah Blah Blah,The Prime Four,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
307,0.6070198002158564,0.43306274440458115,0.1971657483947982,0.4463597041411582,0.08687758811821104,0.039721074099157844,0.3439725980128345,0.2800529887451366,Blah Blah Blah,Out on the farm,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
308,0.6086869921828355,0.32754841021236336,0.02418086912578616,0.6428502642777731,0.07233013733205479,0.023279710903283925,0.23237851592232583,0.2204487229099048,Blah Blah Blah,The Hotel,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
309,0.30683924816658925,0.3569438516825944,0.019268707898339857,0.8574671191553406,0.08144329994655035,0.03794832518178091,0.1827911732951228,0.036522862278745356,Blah Blah Blah,Where are all the people,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
310,0.5302903784253056,0.38427792825937673,0.27866242801516017,0.5844553485318066,0.07240025616145232,0.025706567977275538,0.35755097864228613,0.13467166788161808,Blah Blah Blah,Going Down to Soho,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
311,0.4189527844437183,0.49468802353792707,0.04254191270089797,0.0897025382130284,0.07856970200508907,0.037969111449789254,0.5465865381518309,0.513355889116533,Blah Blah Blah,Tropical Holiday Time,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
312,0.6084697990325016,0.22242753956606015,0.29866094146998773,0.5211913779353095,0.057706593961686106,0.3484884820136456,0.2025559265389756,0.2316214723534784,Blah Blah Blah,Tropical Sheep,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
313,0.6107955957743162,0.46808376650733613,0.08204348522945888,0.4787099221006127,0.07023371286964716,0.0837790037425023,0.23172526459261159,0.3260118258388408,Blah Blah Blah,Think Things Of You,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
314,0.06275903364426703,0.5822556979997041,0.34620020256425393,0.013244774717874379,0.05689952145053719,0.026398854658821944,0.2571236158868697,0.6833466123532926,Blah Blah Blah,Daisey Chains,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
315,0.3631291901464701,0.3376820452694213,0.1283547492597085,0.6933791240108341,0.11433509249276264,0.043005954874492935,0.30169298572439723,0.38848139354334355,Blah Blah Blah,Interference,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
316,0.6532131112873715,0.39655896291936754,0.04998861187711296,0.4897773421723614,0.09042730610675757,0.1565745472596475,0.31327455751411204,0.20697651804688713,Blah Blah Blah,Itching in my pants,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
317,0.6268830203234642,0.25802665115351686,0.21594435515491558,0.6021835328233931,0.17937276045418782,0.02591160120848028,0.272127243545664,0.15583234403612714,Blah Blah Blah,Very Nice,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
318,0.4357315730044878,0.3260861463718255,0.18713531292147212,0.6949596127901811,0.07153620651826839,0.054561995259212494,0.197643339113646,0.3723707870040681,Blah Blah Blah,1-2-3-4,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
319,0.6269151618489481,0.22275631167897372,0.04196791046299779,0.6429695628748562,0.07660136682306824,0.027300257849611802,0.357973973586771,0.08618237589932934,Blah Blah Blah,Complete Shakespeare,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
320,0.5859043518002445,0.4696198297246642,0.07899159276426153,0.5095165627163812,0.07255269700848344,0.08383967360862364,0.32398204622542237,0.23036743622036654,Blah Blah Blah,The Natives are Restless,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
321,0.6020835305182072,0.17085705020381822,0.18219358252749726,0.6430163985693649,0.05393299199949963,0.021816835272711724,0.37939271584262757,0.1196458338985579,Blah Blah Blah,Heart Attack,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
322,0.5538483447330524,0.30043443944138726,0.12675375458267812,0.649890325079244,0.08476019332692694,0.05451883906916198,0.37967467644742753,0.10128057849291794,Blah Blah Blah,Shopping Bag,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
323,0.6839978313620992,0.23533928651764885,0.0883621166097659,0.6478399884954749,0.07762548482373424,0.02358851015852545,0.18019999801207198,0.10101336336626472,Blah Blah Blah,Crocodile Song,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
324,0.5885548778279936,0.3510220640314371,0.20898661160686943,0.5862586840285404,0.06864107259074749,0.06415093347659158,0.25336947456714315,0.26455431987293654,Blah Blah Blah,I just don't know,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
325,0.5765430421635382,0.3212570698420765,0.08014430180667347,0.5600985216091323,0.14935023038922787,0.24624506974022872,0.2660907702361906,0.300852337359885,Blah Blah Blah,Liquidizing Chickens,Gold Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1981.0
326,0.4935075790668202,0.32475992075713495,0.3760696848125112,0.44666724920637574,0.08164030939399815,0.3066257369746565,0.4108392184632659,0.20141469113286514,Blah Blah Blah,Burn,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
327,0.5606573085032118,0.33409216064239744,0.18359165705765026,0.576398388589304,0.06689907458666947,0.06487506570726358,0.2465819167642679,0.37231426201999557,Blah Blah Blah,Hands Beckoning,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
328,0.23341753226037665,0.49026944343393786,0.1387633559263298,0.6400424093923897,0.07281838475707308,0.04326351866840781,0.3361054178931182,0.39509678884596355,Blah Blah Blah,Central Park,Stripey Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",1982.0
331,0.5208439586594827,0.4260227901649538,0.1561855395651309,0.5875089366375192,0.06865822188703237,0.06988261433241737,0.18709675901354061,0.3647776735736356,Blah Blah Blah,Weatherman,Green Collection,Rock,"['Post-Punk', 'Rock', 'Punk']",2007.0
332,0.6088391621721625,0.2910260845822205,0.36202106649309207,0.5519503985069945,0.08557567446013532,0.14022514354561394,0.22852909244131814,0.17233213475051012,Blah Blah Blah,39th floor Club,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
333,0.6739648780292954,0.36480481494034794,0.08020066336410676,9.060430262467766e-07,0.14727082890426232,0.5032524798597436,0.2360940391429828,0.27488996512141595,Blah Blah Blah,Blah intro,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
334,0.5793137564752536,0.13137058379373345,0.3934603982869918,0.5920630833348743,0.06806541958989529,0.03050525698427261,0.350826552414861,0.11465085990582652,Blah Blah Blah,Blahpunk,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
335,0.5284409031797983,0.43830540444706945,0.14645477254823763,0.5938364721160799,0.058935004770001985,0.02613163692872823,0.2868143304348189,0.26101565256320075,Blah Blah Blah,Bored,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
336,0.6650345087643337,0.39905891366605306,0.10103001778015509,0.39451305261023434,0.07919889766120589,0.0548583974133593,0.3339408711025008,0.3344174903523108,Blah Blah Blah,Breeder,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
337,0.6495749074538089,0.3458987705180152,0.3102241047936455,0.011112237784909306,0.19658073279346025,0.0716891769679254,0.23358315140436273,0.5135168857174498,Blah Blah Blah,Brian's Garage,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
338,0.7908974685234966,0.36956078581502483,0.0350345360169354,0.19118773069757422,0.08273368664145625,0.03196403167233641,0.35746547974489373,0.2539246371512855,Blah Blah Blah,Cabages in the sunset,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
339,0.6764484616748848,0.30907872251302476,0.06717585998300488,0.39358013865529934,0.0795468913753579,0.04413199989838527,0.3252930048304173,0.41638806412396306,Blah Blah Blah,Chimpanzees disease,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
340,0.5792142829078155,0.3674854875020116,0.08633085624061716,0.5574681261161356,0.06669403188939937,0.025451507901640098,0.3446309147566689,0.2955928991470706,Blah Blah Blah,Circles in London,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
341,0.6793973534460068,0.3259109354093778,0.09383359321256451,0.47808269676459525,0.073259743150952,0.050835172289044044,0.3118133868565136,0.2994239422944117,Blah Blah Blah,Count Dracula's castle,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
342,0.026949626697046727,0.1867932810637813,0.1305782267484487,0.43128174865044216,0.18475901516246215,0.053399656180323295,0.7937060034722029,0.3071981947192538,Blah Blah Blah,Crash,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
343,0.5916252504575884,0.4927892792974444,0.19585701320625332,8.693988264889274e-06,0.14053663104126365,0.12092605167486553,0.5062797554786891,0.27943778213974496,Blah Blah Blah,Cybernetics,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
344,0.6118520300941402,0.335867241425691,0.2071223736243179,0.5435974794291291,0.07469265562218039,0.14544321786201378,0.30163532927561604,0.23815078798135803,Blah Blah Blah,Denver,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
345,0.6263087043049147,0.2289862987409799,0.13912090206571065,0.6230086537710642,0.07484939763400059,0.11954076553187654,0.19700448999402004,0.2985047366586856,Blah Blah Blah,Ding dang (skat),30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
346,0.5568863110178803,0.4296466617767677,0.03816754031835983,0.5558413596525489,0.06534946948498928,0.03416547296282276,0.25887982212947913,0.3498691317908669,Blah Blah Blah,Disco Ghoul,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
347,0.39765754713512097,0.3920586573904243,0.1885421451245502,0.5187136391691477,0.06586218833775524,0.22359128030919959,0.2754330666812924,0.5033410789107351,Blah Blah Blah,Down in the pits again,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
348,0.002844432656222454,0.41566125183346114,0.2704196499700075,0.7552625158152001,0.062493844399145175,0.04396685852638195,0.42011700945010294,0.03650357757722359,Blah Blah Blah,Excretia,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
350,0.6058450846647976,0.28401050279389994,0.22259315736554966,0.5625937669423757,0.07268917850402856,0.023031070237290893,0.2225300617812357,0.361796257744131,Blah Blah Blah,Gotta Go,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
351,0.4825035888122083,0.4650570689723938,0.050200472441223845,0.5210998802044877,0.06118430451252469,0.23431115674368305,0.26872207309096174,0.3820867008155919,Blah Blah Blah,Hippopotamus,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
352,0.6315500712535547,0.33797990792451166,0.126404541533446,0.6055428234239936,0.0852407196314516,0.01636626660763597,0.1296034581638162,0.2827065243046325,Blah Blah Blah,In Arabia,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
353,0.6185331703159858,0.49421865494536554,0.0710624689917265,0.24459754175962603,0.07081845060174406,0.049126661986807554,0.30004157404950416,0.45916574171762364,Blah Blah Blah,In my Grandfather's Clock,30th Anniversary Blah Blah Blah,Rock,"['Post-Punk', 'Rock', 'Punk']",2009.0
