,season,season_elo,team_id
451,1992,1608.7561313544425,1117
452,1993,1588.4300737566361,1117
453,1994,1611.6593297787176,1117
454,1995,1519.296711626804,1117
455,1996,1374.3163418126574,1117
456,1997,1441.1431209180994,1117
457,1998,1456.3255890728894,1117
458,1999,1560.7851805969744,1117
459,2000,1605.3128801789096,1117
460,2001,1479.461560198587,1117
461,2002,1519.6110628711576,1117
462,2003,1471.111427249502,1117
463,2004,1519.6043639894494,1117
464,2005,1498.811727695698,1117
465,2006,1465.4322109692414,1117
466,2007,1435.01237534139,1117
467,2008,1439.056365954935,1117
468,2009,1398.20265524132,1117
469,2010,1365.7684960105205,1117
470,2011,1409.7085328846729,1117
471,2012,1454.0681734287405,1117
472,2013,1446.1348182390698,1117
473,2014,1514.6738078941974,1117
474,2015,1484.0353537579665,1117
475,2016,1337.733058577464,1117
476,2017,1383.8604457779957,1117
477,2018,1324.2049277473716,1117
478,1987,1289.9596505337156,1118
479,1985,1458.2394807635555,1119
480,1986,1461.244167421928,1119
481,1987,1381.5817700445216,1119
482,1988,1400.8546526006726,1119
483,1989,1341.800804546009,1119
484,1990,1351.5356308679652,1119
485,1991,1297.0141610472751,1119
486,1992,1236.9545214896955,1119
487,1993,1141.6083017334258,1119
488,1994,1089.3721633078674,1119
489,1995,1146.88121846125,1119
490,1996,1089.6518329227001,1119
491,1997,1120.8615192649272,1119
492,1998,1137.2575717752648,1119
493,1999,1060.5434644633929,1119
494,2000,1037.551740353996,1119
495,2001,1050.363871534635,1119
496,2002,1116.994729286914,1119
497,2003,1124.3032768769149,1119
498,2004,1039.218366235962,1119
499,2005,984.0750342799647,1119
500,2006,979.2658621644397,1119
501,2007,1052.9145970274203,1119
502,2008,1149.3349342256515,1119
503,2009,1201.7630010262214,1119
504,2010,1313.7614924085472,1119
505,2011,1271.8053210915975,1119
506,2012,1208.8685508086419,1119
507,2013,1260.5427807971425,1119
508,2014,1312.232343645492,1119
509,2015,1412.2911353594702,1119
510,2016,1367.3432490638468,1119
511,2017,1364.1694951250888,1119
512,2018,1293.4929791727334,1119
513,1985,1545.8751919602703,1120
514,1986,1576.670228432111,1120
515,1987,1686.2199559867415,1120
516,1988,1713.6993469378933,1120
517,1989,1706.3584328390589,1120
518,1990,1530.5391539810928,1120
519,1991,1607.4775277511076,1120
520,1992,1614.3825166469348,1120
521,1993,1604.7804067755967,1120
522,1994,1680.4303447766424,1120
523,1995,1683.4028002163766,1120
524,1996,1715.0700156421453,1120
525,1997,1641.1938748332645,1120
526,1998,1633.23121060993,1120
527,1999,1708.4297210955506,1120
528,2000,1880.2912116847092,1120
529,2001,1801.7048104048865,1120
530,2002,1787.2816026679288,1120
531,2003,1697.2870399108206,1120
532,2004,1783.1711683666806,1120
533,2005,1729.2548994193246,1120
534,2006,1692.1172341968854,1120
535,2007,1658.3250928082184,1120
536,2008,1674.9867227997395,1120
537,2009,1650.7571033575225,1120
538,2010,1757.8958314610968,1120
539,2011,1613.2917573089114,1120
540,2012,1616.5656395658416,1120
541,2013,1578.0776715381687,1120
542,2014,1551.1677011318632,1120
543,2015,1587.6724301415072,1120
544,2016,1599.88350059672,1120
545,2017,1604.5415698810293,1120
546,2018,1837.567952884333,1120
547,1985,1396.483021155242,1121
548,1986,1319.8171817439973,1121
549,1987,1302.899376712227,1121
550,1988,1245.1587812376765,1121
551,1989,1251.079637421306,1121
552,1990,1179.8118710426934,1121
553,1991,1288.5152884766612,1121
554,1985,1452.0793336558356,1122
555,1986,1358.358148212715,1122
556,1987,1447.5116115532269,1122
557,1988,1519.4772174806399,1122
558,1989,1550.8401424185486,1122
559,1990,1531.8862148776468,1122
560,1991,1457.5596187750964,1122
561,1992,1445.8658128992406,1122
562,1993,1392.0688033777374,1122
563,1994,1286.6272391223947,1122
564,1995,1325.131384235387,1122
565,1996,1403.6458002159643,1122
566,1997,1453.5283191307606,1122
567,1998,1446.1905272256022,1122
568,1999,1445.2443261337494,1122
569,2000,1441.896608707079,1122
570,2001,1495.7132332053254,1122
571,2002,1461.8828583384095,1122
572,2003,1425.6657917617658,1122
573,2004,1482.899979684407,1122
574,2005,1523.5710027954215,1122
575,2006,1454.1142923430234,1122
576,2007,1439.1044695576745,1122
577,2008,1514.1883626243784,1122
578,2009,1547.3251423432046,1122
579,2010,1487.338309129837,1122
580,2011,1455.3301110112948,1122
581,2012,1440.3465642056533,1122
582,2013,1367.276166151707,1122
583,2014,1265.1613335675636,1122
584,2015,1237.7636731711527,1122
585,2016,1248.9009694952915,1122
586,2017,1319.168502476318,1122
587,2018,1378.9720776199133,1122
588,1985,1507.712912875461,1123
589,1986,1551.6488546448672,1123
590,1987,1498.5399054173472,1123
591,1988,1422.8190736230538,1123
592,1989,1534.097669122212,1123
593,1990,1627.6234721129197,1123
594,1991,1702.7697200790712,1123
595,1992,1658.1230193837994,1123
596,1993,1629.223029032197,1123
597,1994,1605.254245983457,1123
598,1995,1609.4753409130706,1123
599,1996,1630.1082498446356,1123
600,1997,1614.612065438969,1123
601,1998,1591.1718792093686,1123
602,1999,1633.8135226736845,1123
603,2000,1649.1742906313596,1123
604,2001,1641.685733616374,1123
605,2002,1681.3165565439572,1123
606,2003,1655.4122576097436,1123
607,2004,1543.96060896078,1123
608,2005,1577.8256167481518,1123
609,2006,1553.2393050154922,1123
610,2007,1478.6783709671618,1123
611,2008,1403.9210785540445,1123
612,2009,1402.82278790135,1123
613,2010,1418.0805793614331,1123
614,2011,1458.5627052503378,1123
615,2012,1513.5546960446393,1123
616,2013,1449.5804216944255,1123
617,2014,1410.9706293838433,1123
618,2015,1306.8388389547029,1123
619,2016,1313.2765770524713,1123
620,2017,1442.0969424292691,1123
621,2018,1536.4429895957282,1123
622,1985,1510.6349240822092,1124
623,1986,1443.8558426929972,1124
624,1987,1397.4867709788255,1124
625,1988,1529.2267877499335,1124
626,1989,1560.2182015551568,1124
627,1990,1465.1683296112546,1124
628,1991,1573.9890307689814,1124
629,1992,1528.406554321863,1124
630,1993,1536.0047174205538,1124
631,1994,1570.2294398551605,1124
632,1995,1527.813036122541,1124
633,1996,1415.2656775693933,1124
634,1997,1487.9943261873275,1124
635,1998,1551.0797983168106,1124
636,1999,1528.391801931887,1124
637,2000,1463.5112112655645,1124
638,2001,1534.1658428207684,1124
639,2002,1626.1802975423734,1124
640,2003,1609.3186907318886,1124
641,2004,1539.8820108962384,1124
642,2005,1455.7173440693482,1124
643,2006,1437.2737704034234,1124
644,2007,1535.7445933080005,1124
645,2008,1624.2649168466876,1124
646,2009,1735.1206527158622,1124
647,2010,1767.6907646566904,1124
648,2011,1902.279595587539,1124
649,2012,1849.3259434967042,1124
650,2013,1916.020327897937,1124
651,2014,1913.4452060286933,1124
652,2015,1920.820565702701,1124
653,2016,1954.8163142624355,1124
654,2017,1968.2610692777573,1124
655,2018,1907.5483010308544,1124
656,2000,1461.8437535885266,1125
657,2001,1337.3478881236113,1125
658,2002,1338.0115837995554,1125
659,2003,1331.7564048713027,1125
660,2004,1433.0671080406778,1125
661,2005,1468.0550377655584,1125
662,2006,1463.1910387018347,1125
663,2007,1536.2421434301386,1125
664,2008,1571.5289613020047,1125
665,2009,1599.4564937818618,1125
666,2010,1549.2967783340264,1125
667,2011,1556.4083604917237,1125
668,2012,1667.7518470040939,1125
669,2013,1723.2094182085705,1125
670,2014,1748.9945680882806,1125
671,2015,1697.0729424740216,1125
672,2016,1617.3703522185226,1125
673,2017,1586.682986046195,1125
674,2018,1607.6045974244296,1125
675,1985,1388.2785941984284,1126
676,1986,1284.7767556567912,1126
677,1987,1225.6176730483005,1126
678,1988,1215.9726105109414,1126
679,1989,1245.7108245024103,1126
680,1990,1249.6413965212366,1126
681,1991,1236.516033950773,1126
682,1992,1109.0788100353514,1126
683,1993,1080.8673797245442,1126
684,1994,1029.4794733395604,1126
685,1995,1106.3189643290173,1126
686,1996,1191.6340893088475,1126
687,1997,1189.1951012279073,1126
688,1998,1160.5114105745406,1126
689,1999,1080.0564972019652,1126
690,2000,1180.4831628527395,1126
691,2001,1261.6882778963734,1126
692,2002,1156.5893393979864,1126
693,2003,1151.6407213504426,1126
694,2004,1114.4864366217744,1126
695,2005,1100.4468794974769,1126
696,2006,1163.4398530602764,1126
697,2007,1164.4336683879249,1126
698,2008,1139.686637818006,1126
699,2009,1134.542974105934,1126
700,2010,1207.3472492407554,1126
701,2011,1201.372091118569,1126
702,2012,1237.8134152482212,1126
703,2013,1269.6084736522769,1126
704,2014,1222.4015468546029,1126
705,2015,1133.1367261851913,1126
706,2016,1118.2741095961778,1126
707,2017,1148.9584180664087,1126
708,2018,1229.8616856260974,1126
709,2002,1444.6085440198633,1127
710,2003,1346.307823082833,1127
711,2004,1311.2083967359285,1127
712,2005,1326.987848346122,1127
713,2006,1314.894005469734,1127
714,2007,1359.2410053432095,1127
715,2008,1307.2266627368938,1127
716,2009,1362.0971822947376,1127
717,2010,1390.437807094953,1127
718,2011,1297.8795292131974,1127
719,2012,1190.1433202888268,1127
720,2013,1087.4825760413323,1127
721,2014,1005.1676723587848,1127
722,2015,1036.8783843252893,1127
723,2016,1098.5083841030341,1127
724,2017,1161.0530578652474,1127
725,2018,1183.1757236655085,1127
726,2003,1479.3545184494822,1128
727,2004,1459.5418278657194,1128
728,2005,1401.3984951906866,1128
729,2006,1390.5918146000645,1128
730,1985,1505.3826047691225,1129
731,1986,1453.1520846557844,1129
732,1987,1500.155676860727,1129
733,1988,1620.8304343599975,1129
734,1989,1700.5889737713226,1129
735,1990,1623.1721221076773,1129
736,1991,1496.7725908073785,1129
737,1992,1521.144036021477,1129
738,1993,1531.2160148934015,1129
739,1994,1550.588414237272,1129
740,1995,1608.1195467948558,1129
741,1996,1493.5661178827677,1129
742,1997,1521.7763026542968,1129
743,1998,1595.1997941508691,1129
744,1999,1581.846323358036,1129
745,2000,1659.1360780230068,1129
746,2001,1602.0263650175657,1129
747,2002,1530.6994965969666,1129
748,2003,1504.5102846552734,1129
749,2004,1545.0278833972875,1129
750,2005,1600.5477844939637,1129
751,2006,1541.3757219183362,1129
752,2007,1520.084278840456,1129
753,2008,1575.2089732344034,1129
754,2009,1634.4297543446842,1129
755,2010,1578.3954625202093,1129
756,2011,1565.6565567440616,1129
757,2012,1679.8622483526472,1129
758,2013,1626.5511709761295,1129
759,2014,1700.6881857564315,1129
760,2015,1724.1535137714914,1129
761,2016,1815.0007342869642,1129
762,2017,1726.6814229726313,1129
763,2018,1769.3268345861904,1129
764,1985,1589.3185801574375,1130
765,1986,1617.9406135797994,1130
766,1987,1554.671705899464,1130
767,1988,1548.0418190453433,1130
768,1989,1586.8167834300054,1130
769,1990,1571.5067550562808,1130
770,1991,1578.1988110759603,1130
771,1992,1587.661488961539,1130
772,1993,1641.1874811658668,1130
773,1994,1738.8168260984687,1130
774,1995,1763.529426443867,1130
775,1996,1685.9160540065475,1130
776,1997,1749.273014850048,1130
777,1998,1790.567436818506,1130
778,1999,1676.346977479393,1130
779,2000,1590.1534273666157,1130
780,2001,1629.175294029186,1130
781,2002,1864.0559849381573,1130
782,2003,1797.8770570550628,1130
783,2004,1814.478755161219,1130
784,2005,1862.127779923407,1130
785,2006,1896.3970175302725,1130
786,2007,1889.6997298440647,1130
787,2008,1858.0658617749395,1130
788,2009,1760.6989156727225,1130
789,2010,1777.1260007339524,1130
790,2011,1765.680039670908,1130
791,2012,1641.9698486465359,1130
792,2013,1550.8179017546026,1130
793,2014,1636.8025121582846,1130
794,2015,1625.6024262452588,1130
795,2016,1599.2678247309498,1130
796,2017,1515.798645935615,1130
797,2018,1665.8366965959906,1130
798,1985,1477.5618791548866,1131
799,1986,1537.4862776204127,1131
800,1987,1593.8785949742612,1131
801,1988,1610.2324910137963,1131
802,1989,1613.8514321653372,1131
803,1990,1583.2012552036274,1131
804,1991,1536.6598525658812,1131
805,1992,1395.9115017323113,1131
806,1993,1225.9990388967965,1131
807,1994,1258.2980688529015,1131
808,1995,1310.621258274599,1131
809,1996,1367.4198850505236,1131
810,1997,1487.3741164556784,1131
811,1998,1582.27820385984,1131
812,1999,1528.6555558775929,1131
813,2000,1347.0236456074385,1131
814,2001,1338.9592371210308,1131
815,2002,1376.8135093313615,1131
816,2003,1447.219786102034,1131
817,2004,1513.501658792103,1131
818,2005,1567.6748568280484,1131
819,2006,1518.6146843443328,1131
820,2007,1436.9311246196055,1131
821,2008,1367.1440487254185,1131
822,2009,1388.3966390745777,1131
823,2010,1407.5543539307246,1131
824,2011,1499.254431610569,1131
825,2012,1529.7254957501275,1131
826,2013,1458.436942571341,1131
827,2014,1501.601673335216,1131
828,2015,1459.6484322506424,1131
829,2016,1414.4808641011466,1131
830,2017,1411.4822764402538,1131
831,2018,1372.9658731762513,1131
832,1985,1503.9449020605634,1132
