season,season_elo,team_id
2011,928.2274520853524,1108
2012,924.965158553264,1108
2013,1014.7434007877605,1108
2014,1029.2128122560905,1108
2015,1050.6114915185854,1108
2016,1000.5697317986195,1108
2017,1104.4655998405995,1108
2018,1116.6150562492799,1108
1985,1384.09841164855,1109
1986,1263.6558098739467,1109
1987,1225.9675853486733,1109
1988,1209.9765389097363,1109
1989,1260.980599002917,1109
1990,1254.770767773603,1109
1991,1165.3991554560473,1109
1985,1435.2910355304089,1110
1986,1383.5408670546053,1110
1987,1366.3111029617119,1110
1988,1347.0990687043043,1110
1989,1433.0112955617842,1110
1990,1493.0426066306197,1110
1991,1480.4409708421736,1110
1992,1446.7418294365962,1110
1993,1457.0956030790783,1110
1994,1420.490733837507,1110
1995,1348.464373200732,1110
1996,1365.3013437901882,1110
1997,1368.138412907324,1110
1998,1378.4711890847257,1110
1999,1340.5519241642573,1110
2000,1330.3584736431535,1110
2001,1355.0296797697536,1110
2002,1324.6161245427795,1110
2003,1378.2800068429965,1110
2004,1404.3958757312832,1110
2005,1458.0477191465316,1110
2006,1355.9053458279154,1110
2007,1391.7417464909306,1110
2008,1357.697329922457,1110
2009,1434.2111731393093,1110
2010,1424.3269404143766,1110
2011,1387.0984145135217,1110
2012,1440.0486715911436,1110
2013,1421.6401493416522,1110
2014,1309.4867479385132,1110
2015,1469.6615516911813,1110
2016,1368.652297933093,1110
2017,1283.6923861376627,1110
2018,1200.0803639824198,1110
1985,1465.0160064986233,1111
1986,1439.983950985731,1111
1987,1362.7952368864542,1111
1988,1356.1140499463086,1111
1989,1453.2146616180728,1111
1990,1514.0726861672988,1111
1991,1516.6494418881505,1111
1992,1461.3137161489194,1111
1993,1487.336478041769,1111
1994,1442.7875988530411,1111
1995,1418.5638392949315,1111
1996,1351.9238742783998,1111
1997,1309.8779701322576,1111
1998,1423.8132878692904,1111
1999,1483.398934840861,1111
2000,1530.6422485185656,1111
2001,1535.8928902341481,1111
2002,1377.9954567732987,1111
2003,1441.3105721246213,1111
2004,1421.7844728657788,1111
2005,1355.127683341584,1111
2006,1433.307406083423,1111
2007,1441.8507729260555,1111
2008,1569.0219489404694,1111
2009,1510.0995580268382,1111
2010,1445.3204724534496,1111
2011,1527.6583965707132,1111
2012,1428.6690723102715,1111
2013,1341.3330367331928,1111
2014,1358.4087365411986,1111
2015,1241.8002477922541,1111
2016,1253.7769545018477,1111
2017,1287.86367006238,1111
2018,1365.6089350651205,1111
1985,1550.8448633403652,1112
1986,1622.776123640892,1112
1987,1689.8380205162978,1112
1988,1768.4980909526732,1112
1989,1897.189819232927,1112
1990,1929.763190971241,1112
1991,1982.2606133582624,1112
1992,1949.5375214150279,1112
1993,1934.8739925535244,1112
1994,2009.2519068259292,1112
1995,2004.2160248392684,1112
1996,2010.8733463209905,1112
1997,1962.344392030076,1112
1998,1962.7806876773045,1112
1999,2043.3513781844426,1112
2000,2018.3935929410322,1112
2001,1975.430927575633,1112
2002,2027.4636650109076,1112
2003,2006.2276243668846,1112
2004,2064.488270554836,1112
2005,1967.9957870437968,1112
2006,1970.3003330743572,1112
2007,1932.659733333344,1112
2008,1907.7422209590143,1112
2009,1857.9264849082228,1112
2010,1819.5889107166283,1112
2011,1825.6913733625258,1112
2012,1863.7143075237543,1112
2013,1920.2980646769668,1112
2014,1931.591751876017,1112
2015,2015.4894446651563,1112
2016,2085.4976889743543,1112
2017,2029.417333207891,1112
2018,2035.0965861942618,1112
1985,1491.512522998713,1113
1986,1436.0811579794663,1113
1987,1452.7411674302282,1113
1988,1508.5212240308024,1113
1989,1522.4696433746637,1113
1990,1476.0667134272173,1113
1991,1576.9234337246535,1113
1992,1636.09137003337,1113
1993,1657.1319116692569,1113
1994,1695.8825655836158,1113
1995,1735.319904569391,1113
1996,1711.3584837051737,1113
1997,1667.600834200608,1113
1998,1581.1264615868563,1113
1999,1609.0900212246627,1113
2000,1635.4435623950778,1113
2001,1749.9486354923315,1113
2002,1700.9001463490963,1113
2003,1709.110820190437,1113
2004,1800.0873276409961,1113
2005,1745.130199621737,1113
2006,1708.6371660916416,1113
2007,1630.0179361823987,1113
2008,1623.3340688058283,1113
2009,1770.881518184766,1113
2010,1874.1964734077187,1113
2011,1815.6391912845677,1113
2012,1672.5928368756443,1113
2013,1626.8659062311294,1113
2014,1707.5456574010618,1113
2015,1763.228466791209,1113
2016,1766.6167109175651,1113
2017,1715.0117700333735,1113
2018,1777.1853310334611,1113
1985,1465.817107704329,1114
1986,1502.463367620625,1114
1987,1583.2759932196282,1114
1988,1616.24025896777,1114
1989,1656.6321545260723,1114
1990,1692.6084184507647,1114
1991,1596.2151291230762,1114
1992,1458.2611476640716,1114
1993,1487.0148270178354,1114
1994,1511.0842046969756,1114
1995,1521.57533039673,1114
1996,1584.9778989594993,1114
1997,1646.4439181587086,1114
1998,1585.0874069391484,1114
1999,1542.6524029013428,1114
2000,1406.9653539607707,1114
2001,1362.548656644525,1114
2002,1489.590608800775,1114
2003,1520.131964045,1114
2004,1497.5705871089935,1114
2005,1555.9492261589244,1114
2006,1541.6218174379405,1114
2007,1440.552990108186,1114
2008,1476.0201336893215,1114
2009,1490.1873905236814,1114
2010,1511.8337348596458,1114
2011,1411.2308220804046,1114
2012,1410.6023374777942,1114
2013,1479.7413134778014,1114
2014,1427.5549989567255,1114
2015,1409.8118641573626,1114
2016,1500.5132060464516,1114
2017,1602.2894504203255,1114
2018,1309.7604374149807,1114
1999,1363.2738637238112,1115
2000,1181.778455193019,1115
2001,1133.4070660507398,1115
2002,1041.3384491286345,1115
2003,989.7186218624229,1115
2004,984.0392432530689,1115
2005,927.751223708707,1115
2006,996.1604572648021,1115
2007,1116.5725758679432,1115
2008,1216.6985747042759,1115
2009,1191.3202632587552,1115
2010,1201.5603538579799,1115
2011,1263.070091274616,1115
2012,1144.1835065673622,1115
2013,1132.2735566220626,1115
2014,1192.3093021124353,1115
2015,1153.5089773392924,1115
2016,1149.404896071478,1115
2017,1068.4092926432188,1115
2018,1105.9737382310059,1115
1985,1566.288343464267,1116
1986,1624.0707000315856,1116
1987,1582.4067396362877,1116
1988,1647.764188435596,1116
1989,1723.7783174914664,1116
1990,1802.4893959067651,1116
1991,1911.3600608370825,1116
1992,1930.951645831703,1116
1993,1963.6684122041495,1116
1994,1922.9486281807433,1116
1995,1964.1145644047883,1116
1996,1879.2811609943096,1116
1997,1818.7779903213066,1116
1998,1814.6595504252748,1116
1999,1799.4839567936808,1116
2000,1820.8679947956284,1116
2001,1807.9147400706943,1116
2002,1822.269781770355,1116
2003,1732.8072581134043,1116
2004,1673.395084794641,1116
2005,1716.5306778768543,1116
2006,1728.636764776389,1116
2007,1815.148781578833,1116
2008,1853.2686493328185,1116
2009,1841.2608509502995,1116
2010,1664.801440675768,1116
2011,1707.833509465751,1116
2012,1680.807995113081,1116
2013,1648.8108192599652,1116
2014,1759.569199916816,1116
2015,1796.1252130695627,1116
2016,1824.7563280487177,1116
2017,1787.0360368805898,1116
2018,1845.3374454402185,1116
1985,1453.370591235367,1117
1986,1498.3329366544804,1117
1987,1529.8159756735386,1117
1988,1578.199700987893,1117
1989,1615.6705068367319,1117
1990,1661.4383221247092,1117
1991,1578.4308936367474,1117
1992,1608.7561313544425,1117
1993,1588.430073756636,1117
1994,1611.6593297787174,1117
1995,1519.296711626804,1117
1996,1374.3163418126571,1117
1997,1441.1431209180996,1117
1998,1456.3255890728897,1117
1999,1560.7851805969744,1117
2000,1605.3128801789096,1117
2001,1479.461560198587,1117
2002,1519.6110628711574,1117
2003,1471.111427249502,1117
2004,1519.6043639894497,1117
2005,1498.811727695698,1117
2006,1465.4322109692412,1117
2007,1435.01237534139,1117
2008,1439.056365954935,1117
2009,1398.2026552413201,1117
2010,1365.7684960105203,1117
2011,1409.708532884673,1117
2012,1454.0681734287405,1117
2013,1446.1348182390698,1117
2014,1514.6738078941976,1117
2015,1484.0353537579667,1117
2016,1337.7330585774641,1117
2017,1383.8604457779954,1117
2018,1324.2049277473716,1117
1987,1289.9596505337156,1118
1985,1458.2394807635558,1119
1986,1461.244167421928,1119
1987,1381.5817700445214,1119
1988,1400.8546526006728,1119
1989,1341.800804546009,1119
1990,1351.5356308679652,1119
1991,1297.0141610472751,1119
1992,1236.9545214896955,1119
1993,1141.6083017334258,1119
1994,1089.3721633078674,1119
1995,1146.88121846125,1119
1996,1089.6518329227,1119
1997,1120.8615192649272,1119
1998,1137.2575717752648,1119
1999,1060.5434644633929,1119
2000,1037.551740353996,1119
2001,1050.363871534635,1119
2002,1116.994729286914,1119
2003,1124.3032768769149,1119
2004,1039.2183662359619,1119
2005,984.0750342799648,1119
2006,979.2658621644397,1119
2007,1052.9145970274203,1119
2008,1149.3349342256515,1119
2009,1201.7630010262214,1119
2010,1313.7614924085472,1119
2011,1271.8053210915975,1119
2012,1208.868550808642,1119
2013,1260.5427807971423,1119
2014,1312.232343645492,1119
2015,1412.2911353594702,1119
2016,1367.3432490638468,1119
2017,1364.1694951250888,1119
2018,1293.4929791727332,1119
1985,1545.8751919602705,1120
1986,1576.670228432111,1120
1987,1686.2199559867418,1120
1988,1713.6993469378933,1120
1989,1706.3584328390587,1120
1990,1530.5391539810928,1120
1991,1607.4775277511076,1120
1992,1614.3825166469348,1120
1993,1604.7804067755967,1120
1994,1680.4303447766424,1120
1995,1683.4028002163768,1120
1996,1715.0700156421456,1120
1997,1641.1938748332643,1120
1998,1633.23121060993,1120
1999,1708.4297210955506,1120
2000,1880.2912116847094,1120
2001,1801.7048104048863,1120
2002,1787.2816026679288,1120
2003,1697.2870399108203,1120
2004,1783.1711683666806,1120
2005,1729.2548994193248,1120
2006,1692.1172341968852,1120
2007,1658.3250928082184,1120
2008,1674.9867227997393,1120
2009,1650.7571033575225,1120
2010,1757.8958314610968,1120
2011,1613.2917573089114,1120
2012,1616.5656395658418,1120
2013,1578.0776715381685,1120
2014,1551.167701131863,1120
2015,1587.6724301415072,1120
2016,1599.88350059672,1120
2017,1604.5415698810293,1120
2018,1837.5679528843332,1120
1985,1396.4830211552419,1121
1986,1319.8171817439973,1121
1987,1302.899376712227,1121
1988,1245.1587812376765,1121
1989,1251.079637421306,1121
1990,1179.8118710426936,1121
1991,1288.5152884766612,1121
1985,1452.0793336558354,1122
1986,1358.358148212715,1122
1987,1447.511611553227,1122
1988,1519.47721748064,1122
1989,1550.8401424185486,1122
1990,1531.8862148776468,1122
1991,1457.5596187750966,1122
1992,1445.8658128992408,1122
1993,1392.0688033777374,1122
1994,1286.6272391223947,1122
1995,1325.131384235387,1122
1996,1403.6458002159643,1122
1997,1453.5283191307603,1122
1998,1446.1905272256022,1122
1999,1445.2443261337494,1122
2000,1441.8966087070787,1122
2001,1495.7132332053252,1122
2002,1461.8828583384097,1122
2003,1425.6657917617658,1122
2004,1482.899979684407,1122
2005,1523.5710027954215,1122
2006,1454.1142923430232,1122
2007,1439.1044695576745,1122
2008,1514.1883626243784,1122
2009,1547.3251423432048,1122
2010,1487.338309129837,1122
2011,1455.330111011295,1122
2012,1440.3465642056537,1122
2013,1367.276166151707,1122
2014,1265.1613335675634,1122
2015,1237.7636731711527,1122
2016,1248.9009694952915,1122
2017,1319.168502476318,1122
2018,1378.9720776199133,1122
1985,1507.7129128754607,1123
1986,1551.6488546448672,1123
1987,1498.539905417347,1123
1988,1422.8190736230538,1123
1989,1534.097669122212,1123
1990,1627.6234721129194,1123
1991,1702.7697200790715,1123
1992,1658.1230193837994,1123
1993,1629.223029032197,1123
1994,1605.254245983457,1123
1995,1609.4753409130708,1123
1996,1630.1082498446356,1123
1997,1614.612065438969,1123
1998,1591.1718792093686,1123
1999,1633.8135226736845,1123
2000,1649.1742906313596,1123
2001,1641.6857336163741,1123
2002,1681.3165565439572,1123
2003,1655.4122576097436,1123
2004,1543.96060896078,1123
2005,1577.825616748152,1123
2006,1553.2393050154922,1123
2007,1478.6783709671618,1123
2008,1403.9210785540445,1123
2009,1402.8227879013502,1123
2010,1418.080579361433,1123
2011,1458.5627052503378,1123
2012,1513.5546960446393,1123
2013,1449.5804216944255,1123
2014,1410.9706293838437,1123
2015,1306.8388389547029,1123
2016,1313.2765770524713,1123
2017,1442.096942429269,1123
2018,1536.442989595728,1123
1985,1510.6349240822092,1124
1986,1443.8558426929972,1124
1987,1397.4867709788252,1124
1988,1529.2267877499337,1124
1989,1560.218201555157,1124
1990,1465.1683296112546,1124
1991,1573.9890307689811,1124
1992,1528.406554321863,1124
1993,1536.004717420554,1124
1994,1570.2294398551603,1124
1995,1527.813036122541,1124
1996,1415.2656775693933,1124
1997,1487.9943261873277,1124
1998,1551.0797983168109,1124
1999,1528.391801931887,1124
2000,1463.5112112655645,1124
2001,1534.1658428207686,1124
2002,1626.1802975423736,1124
2003,1609.3186907318889,1124
2004,1539.8820108962384,1124
2005,1455.717344069348,1124
2006,1437.2737704034234,1124
2007,1535.7445933080003,1124
2008,1624.2649168466874,1124
2009,1735.1206527158622,1124
2010,1767.6907646566904,1124
2011,1902.279595587539,1124
2012,1849.3259434967038,1124
2013,1916.020327897937,1124
2014,1913.4452060286935,1124
2015,1920.820565702701,1124
2016,1954.8163142624353,1124
2017,1968.2610692777575,1124
2018,1907.5483010308544,1124
2000,1461.8437535885266,1125
2001,1337.3478881236113,1125
2002,1338.0115837995554,1125
2003,1331.7564048713027,1125
2004,1433.0671080406778,1125
2005,1468.0550377655584,1125
2006,1463.1910387018347,1125
2007,1536.2421434301384,1125
2008,1571.5289613020047,1125
2009,1599.456493781862,1125
2010,1549.2967783340266,1125
2011,1556.4083604917237,1125
2012,1667.7518470040939,1125
2013,1723.2094182085705,1125
2014,1748.9945680882809,1125
2015,1697.0729424740214,1125
2016,1617.3703522185226,1125
2017,1586.682986046195,1125
2018,1607.6045974244294,1125
1985,1388.2785941984282,1126
1986,1284.7767556567912,1126
1987,1225.6176730483003,1126
1988,1215.9726105109412,1126
1989,1245.7108245024103,1126
1990,1249.6413965212364,1126
1991,1236.516033950773,1126
1992,1109.0788100353511,1126
1993,1080.8673797245442,1126
1994,1029.4794733395604,1126
1995,1106.3189643290173,1126
1996,1191.6340893088477,1126
1997,1189.1951012279071,1126
1998,1160.5114105745406,1126
1999,1080.0564972019652,1126
2000,1180.4831628527395,1126
2001,1261.6882778963732,1126
2002,1156.5893393979864,1126
2003,1151.6407213504424,1126
2004,1114.4864366217744,1126
2005,1100.4468794974769,1126
2006,1163.4398530602766,1126
2007,1164.4336683879249,1126
2008,1139.6866378180061,1126
2009,1134.542974105934,1126
2010,1207.3472492407554,1126
2011,1201.372091118569,1126
2012,1237.8134152482212,1126
2013,1269.6084736522769,1126
2014,1222.4015468546029,1126
2015,1133.1367261851913,1126
2016,1118.2741095961778,1126
2017,1148.9584180664087,1126
2018,1229.8616856260971,1126
2002,1444.6085440198633,1127
2003,1346.307823082833,1127
2004,1311.2083967359285,1127
2005,1326.987848346122,1127
2006,1314.894005469734,1127
2007,1359.2410053432097,1127
2008,1307.2266627368938,1127
2009,1362.0971822947374,1127
2010,1390.437807094953,1127
2011,1297.8795292131977,1127
2012,1190.1433202888268,1127
2013,1087.4825760413323,1127
2014,1005.1676723587847,1127
2015,1036.8783843252893,1127
2016,1098.5083841030341,1127
2017,1161.0530578652474,1127
2018,1183.1757236655083,1127
2003,1479.3545184494822,1128
2004,1459.5418278657191,1128
2005,1401.3984951906868,1128
2006,1390.5918146000645,1128
1985,1505.3826047691225,1129
1986,1453.1520846557842,1129
1987,1500.155676860727,1129
1988,1620.8304343599975,1129
1989,1700.5889737713223,1129
1990,1623.1721221076773,1129
1991,1496.7725908073785,1129
1992,1521.144036021477,1129
1993,1531.2160148934015,1129
1994,1550.588414237272,1129
1995,1608.1195467948558,1129
1996,1493.5661178827675,1129
1997,1521.776302654297,1129
1998,1595.199794150869,1129
1999,1581.846323358036,1129
2000,1659.1360780230068,1129
2001,1602.0263650175655,1129
2002,1530.6994965969666,1129
2003,1504.5102846552736,1129
2004,1545.0278833972877,1129
2005,1600.5477844939635,1129
2006,1541.3757219183362,1129
2007,1520.084278840456,1129
2008,1575.2089732344036,1129
2009,1634.429754344684,1129
2010,1578.3954625202095,1129
2011,1565.6565567440616,1129
2012,1679.862248352647,1129
2013,1626.5511709761295,1129
2014,1700.6881857564317,1129
2015,1724.1535137714911,1129
2016,1815.0007342869637,1129
2017,1726.6814229726313,1129
2018,1769.3268345861904,1129
1985,1589.3185801574375,1130
1986,1617.9406135797994,1130
1987,1554.6717058994639,1130
1988,1548.0418190453431,1130
1989,1586.8167834300057,1130
1990,1571.5067550562808,1130
1991,1578.1988110759603,1130
1992,1587.661488961539,1130
1993,1641.1874811658668,1130
1994,1738.8168260984687,1130
1995,1763.529426443867,1130
1996,1685.9160540065477,1130
1997,1749.273014850048,1130
1998,1790.567436818506,1130
1999,1676.346977479393,1130
2000,1590.1534273666157,1130
2001,1629.175294029186,1130
2002,1864.0559849381573,1130
2003,1797.8770570550628,1130
2004,1814.4787551612187,1130
2005,1862.127779923407,1130
2006,1896.3970175302723,1130
2007,1889.6997298440644,1130
2008,1858.0658617749393,1130
2009,1760.6989156727225,1130
2010,1777.1260007339522,1130
2011,1765.680039670908,1130
2012,1641.969848646536,1130
2013,1550.8179017546029,1130
2014,1636.8025121582846,1130
2015,1625.6024262452588,1130
2016,1599.2678247309498,1130
2017,1515.798645935615,1130
2018,1665.8366965959906,1130
1985,1477.5618791548866,1131
1986,1537.4862776204127,1131
1987,1593.8785949742612,1131
1988,1610.2324910137963,1131
1989,1613.8514321653372,1131
1990,1583.2012552036272,1131
1991,1536.6598525658812,1131
1992,1395.9115017323115,1131
1993,1225.9990388967963,1131
1994,1258.2980688529015,1131
1995,1310.621258274599,1131
1996,1367.4198850505234,1131
1997,1487.3741164556786,1131
1998,1582.27820385984,1131
1999,1528.6555558775929,1131
2000,1347.0236456074385,1131
2001,1338.9592371210308,1131
2002,1376.8135093313615,1131
2003,1447.219786102034,1131
2004,1513.501658792103,1131
2005,1567.6748568280484,1131
2006,1518.614684344333,1131
2007,1436.9311246196055,1131
2008,1367.1440487254183,1131
2009,1388.3966390745775,1131
2010,1407.5543539307243,1131
2011,1499.2544316105693,1131
2012,1529.7254957501277,1131
2013,1458.436942571341,1131
2014,1501.601673335216,1131
2015,1459.6484322506426,1131
2016,1414.4808641011466,1131
2017,1411.482276440254,1131
2018,1372.9658731762513,1131
1985,1503.9449020605634,1132
1986,1431.6666950865445,1132
1987,1352.9828310322432,1132
1988,1406.80429776075,1132
1989,1435.6141849969779,1132
1990,1513.9763925138632,1132
1991,1573.3321206173343,1132
1992,1563.2284923361592,1132
1993,1536.0342265035617,1132
1994,1527.2835800273438,1132
1995,1593.5117449699692,1132
1996,1564.4772775709991,1132
1997,1581.8624940556856,1132
1998,1585.622310980353,1132
1999,1553.8437861210816,1132
2000,1628.3194309097198,1132
2001,1594.8084214439923,1132
2002,1628.7827759183008,1132
2003,1607.8791647613793,1132
2004,1478.9067955169776,1132
2005,1530.4813847656674,1132
2006,1453.5300627387421,1132
2007,1419.2568187630727,1132
2008,1414.2730325014063,1132
2009,1404.2923371907677,1132
2010,1505.2634638444588,1132
2011,1423.8370324350883,1132
2012,1462.9427841413783,1132
2013,1513.0130163411345,1132
2014,1473.6406079289748,1132
2015,1477.8750507800924,1132
2016,1518.1322589040665,1132
2017,1424.4876406540925,1132
2018,1412.1838074749776,1132
1985,1529.731572946839,1133
1986,1610.4413659932352,1133
1987,1652.2087020879146,1133
1988,1712.5710595667038,1133
1989,1756.7415923531773,1133
1990,1542.5931451240606,1133
1991,1497.0357339718093,1133
1992,1448.0378389296727,1133
1993,1383.9963747376405,1133
1994,1490.812620573628,1133
1995,1567.1641005595022,1133
1996,1662.2452092347144,1133
1997,1692.8434384450734,1133
1998,1681.6878802778663,1133
1999,1653.6514672378564,1133
2000,1626.30364212547,1133
2001,1590.9461663412696,1133
2002,1591.0367563726943,1133
2003,1480.8403003223293,1133
2004,1565.6918845116966,1133
2005,1554.0480940432249,1133
2006,1556.8719040845276,1133
2007,1708.600051311275,1133
2008,1728.017037557881,1133
2009,1673.246368689008,1133
2010,1680.7951345946203,1133
2011,1624.461656547426,1133
2012,1578.4180084569034,1133
2013,1480.6092265518266,1133
2014,1490.6892863532555,1133
2015,1463.978313361274,1133
2016,1330.521483945101,1133
2017,1303.743624170206,1133
2018,1519.6953439566,1133
1985,1451.561702526316,1134
1986,1441.657119008125,1134
1987,1309.0033632422999,1134
1988,1302.3024329226876,1134
1989,1208.9230373812195,1134
1990,1074.308416987219,1134
1991,1067.3164247508332,1134
1992,1075.6911142204292,1134
1985,1471.0743136411352,1135
1986,1441.7463678573295,1135
1987,1412.8566063311732,1135
1988,1301.8532856053976,1135
1989,1239.721090525562,1135
1990,1219.4458564041186,1135
1991,1239.9935317822776,1135
1992,1299.1543559814868,1135
1993,1281.6367370916055,1135
1994,1209.4102623219587,1135
1995,1263.8963037113022,1135
1996,1295.3019803756447,1135
1997,1261.9730479688758,1135
1998,1181.186766897895,1135
1999,1092.7852319142576,1135
2000,1129.7513463002674,1135
2001,1132.5574238930194,1135
2002,1361.169313581502,1135
2003,1338.690071581582,1135
2004,1407.5470877507719,1135
2005,1415.9957745094625,1135
2006,1324.3606285493493,1135
2007,1257.561959290065,1135
2008,1327.6250196201688,1135
2009,1434.2156807695312,1135
2010,1330.9244478430853,1135
2011,1285.4707219373458,1135
2012,1281.232946506528,1135
2013,1206.5269769062645,1135
2014,1327.0805458439663,1135
2015,1323.7192698720305,1135
2016,1306.3078149843595,1135
2017,1305.2681118848102,1135
2018,1287.0350218788858,1135
2009,1424.2042342106602,1136
2010,1228.7975484127203,1136
2011,1075.7264006629248,1136
2012,1103.3356689261147,1136
2013,1120.0849396237356,1136
