,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WMargin,WSeasonElo,LSeasonElo,SeasonEloDiff
215,2006,137,1246,69,1412,64,5,1960.813931,1676.096442,284.7174893
216,2006,137,1272,94,1331,78,16,1944.302823,1672.52381,271.7790133
217,2006,137,1301,58,1143,52,6,1892.902576,1601.653375,291.2492007
218,2006,137,1314,69,1293,65,4,2086.732591,1587.243594,499.4889967
219,2006,137,1322,64,1234,63,1,1643.239903,1794.230098,-150.990195
220,2006,137,1326,70,1172,62,8,1805.917252,1740.454975,65.46227759
221,2006,137,1338,79,1245,64,15,1980.133417,1602.060934,378.0724832
222,2006,137,1400,60,1335,52,8,1835.589903,1618.96633,216.6235735
223,2006,137,1437,58,1284,45,13,2048.207797,1402.489481,645.718316
224,2006,137,1452,64,1356,46,18,1774.189034,1743.064808,31.12422559
225,2006,138,1130,69,1285,56,13,1868.48167,1620.308403,248.1732668
226,2006,138,1181,74,1203,61,13,2071.392948,1867.711613,203.6813348
227,2006,138,1196,82,1454,60,22,2090.09765,1793.727384,296.3702656
228,2006,138,1211,90,1231,80,10,1989.492928,1819.787843,169.7050845
229,2006,138,1261,58,1401,57,1,1877.19631,1752.952967,124.2433432
230,2006,138,1417,62,1104,59,3,1827.211116,1761.359715,65.85140103
231,2006,138,1449,67,1228,64,3,1967.477401,2183.803893,-216.3264922
232,2006,138,1455,80,1397,73,7,1758.649581,1797.032377,-38.38279626
233,2006,139,1133,72,1338,66,6,1590.629634,1980.133417,-389.5037826
234,2006,139,1163,87,1246,83,4,2061.902661,1960.813931,101.0887301
235,2006,139,1206,65,1314,60,5,1690.526107,2086.732591,-396.2064844
236,2006,139,1207,70,1326,52,18,1724.476822,1805.917252,-81.44043019
237,2006,139,1272,72,1137,56,16,1944.302823,1762.79829,181.5045331
238,2006,139,1400,75,1301,54,21,1835.589903,1892.902576,-57.31267257
239,2006,139,1437,82,1112,78,4,2048.207797,1883.040083,165.1677139
240,2006,139,1452,67,1322,54,13,1774.189034,1643.239903,130.9491303
241,2006,143,1261,62,1181,54,8,1877.19631,2071.392948,-194.1966381
242,2006,143,1272,80,1133,64,16,1944.302823,1590.629634,353.6731889
243,2006,143,1400,74,1452,71,3,1835.589903,1774.189034,61.40086971
244,2006,143,1417,73,1211,71,2,1827.211116,1989.492928,-162.2818117
245,2006,144,1163,98,1449,92,6,2061.902661,1967.477401,94.42525985
246,2006,144,1196,57,1207,53,4,2090.09765,1724.476822,365.6208272
247,2006,144,1206,63,1455,55,8,1690.526107,1758.649581,-68.12347416
248,2006,144,1437,60,1130,59,1,2048.207797,1868.48167,179.7261275
249,2006,145,1261,70,1400,60,10,1877.19631,1835.589903,41.60640666
250,2006,145,1417,50,1272,45,5,1827.211116,1944.302823,-117.0917069
251,2006,146,1196,75,1437,62,13,2090.09765,2048.207797,41.88985217
252,2006,146,1206,86,1163,84,2,1690.526107,2061.902661,-371.3765542
253,2006,152,1196,73,1206,58,15,2090.09765,1690.526107,399.5715427
254,2006,152,1417,59,1261,45,14,1827.211116,1877.19631,-49.98519405
255,2006,154,1196,73,1417,57,16,2090.09765,1827.211116,262.8865334
256,2007,134,1310,77,1197,69,8,1445.683739,1241.989694,203.6940457
257,2007,136,1130,84,1403,75,9,1834.422819,1732.67893,101.7438885
258,2007,136,1139,57,1330,46,11,1926.661584,1737.292654,189.3689302
259,2007,136,1207,80,1125,55,25,1747.87687,1651.157503,96.71936695
260,2007,136,1231,70,1211,57,13,1801.303546,2032.226653,-230.9231065
261,2007,136,1257,78,1390,58,20,1716.646595,1675.686543,40.96005172
262,2007,136,1268,82,1172,70,12,1896.549263,1746.044741,150.5045226
263,2007,136,1277,61,1266,49,12,1828.44851,1881.077618,-52.62910757
264,2007,136,1314,86,1184,65,21,2090.59794,1410.483322,680.1146187
265,2007,136,1326,78,1148,57,21,2014.324778,1348.725078,665.5997002
266,2007,136,1338,79,1460,58,21,2036.512703,1404.198545,632.3141575
267,2007,136,1401,68,1335,52,16,1891.242072,1689.587028,201.6550442
268,2007,136,1417,70,1451,42,28,2068.410799,1372.596359,695.8144397
269,2007,136,1433,79,1181,77,2,1761.348694,2067.085435,-305.7367412
270,2007,136,1435,77,1203,44,33,1637.574647,1740.316002,-102.7413546
271,2007,136,1450,70,1331,54,16,1670.967411,1612.134608,58.83280303
272,2007,136,1462,79,1140,77,2,1804.063363,1608.299942,195.763421
273,2007,137,1196,112,1238,69,43,2049.554236,1422.76361,626.7906255
274,2007,137,1242,107,1310,67,40,1934.576775,1445.683739,488.8930352
275,2007,137,1246,67,1437,58,9,1827.133197,2016.902432,-189.7692355
276,2007,137,1272,73,1317,58,15,1926.43262,1535.604617,390.8280022
277,2007,137,1305,77,1166,71,6,1909.275646,1721.586482,187.689164
278,2007,137,1332,58,1275,56,2,1862.675998,1620.829611,241.8463868
279,2007,137,1345,72,1112,63,9,1625.34313,1898.108882,-272.7657525
280,2007,137,1356,61,1221,51,10,1902.152122,1626.797983,275.3541386
281,2007,137,1397,121,1253,86,35,1870.5545,1594.614797,275.9397034
282,2007,137,1400,79,1308,67,12,1932.036949,1698.615919,233.4210301
283,2007,137,1424,67,1210,63,4,1798.072828,1681.509451,116.5633774
284,2007,137,1425,77,1116,60,17,1707.492261,1785.556943,-78.06468213
285,2007,137,1438,84,1107,57,27,1703.596971,1518.792955,184.8040156
286,2007,137,1439,54,1228,52,2,1716.52604,1946.041296,-229.5152557
287,2007,137,1457,74,1323,64,10,1765.691554,1877.460072,-111.7685179
288,2007,137,1458,76,1394,63,13,1845.754192,1581.269794,264.4843982
289,2007,138,1139,62,1268,59,3,1926.661584,1896.549263,30.11232076
290,2007,138,1207,62,1130,55,7,1747.87687,1834.422819,-86.54594895
291,2007,138,1314,81,1277,67,14,2090.59794,1828.44851,262.1494301
292,2007,138,1326,78,1462,71,7,2014.324778,1804.063363,210.2614152
293,2007,138,1338,84,1433,79,5,2036.512703,1761.348694,275.164009
294,2007,138,1401,72,1257,69,3,1891.242072,1716.646595,174.5954768
295,2007,138,1417,54,1231,49,5,2068.410799,1801.303546,267.107253
296,2007,138,1435,78,1450,74,4,1637.574647,1670.967411,-33.39276344
297,2007,139,1196,74,1345,67,7,2049.554236,1625.34313,424.2111057
298,2007,139,1242,88,1246,76,12,1934.576775,1827.133197,107.4435776
299,2007,139,1272,78,1305,62,16,1926.43262,1909.275646,17.15697319
300,2007,139,1332,75,1457,61,14,1862.675998,1765.691554,96.98444431
301,2007,139,1356,63,1439,48,15,1902.152122,1716.52604,185.6260815
302,2007,139,1397,77,1438,74,3,1870.5545,1703.596971,166.9575297
303,2007,139,1424,74,1458,68,6,1798.072828,1845.754192,-47.68136356
304,2007,139,1425,87,1400,68,19,1707.492261,1932.036949,-224.5446873
305,2007,143,1242,61,1356,58,3,1934.576775,1902.152122,32.42465287
306,2007,143,1272,65,1401,64,1,1926.43262,1891.242072,35.19054799
307,2007,143,1326,85,1397,84,1,2014.324778,1870.5545,143.7702779
308,2007,143,1417,64,1338,55,9,2068.410799,2036.512703,31.89809615
309,2007,144,1196,65,1139,57,8,2049.554236,1926.661584,122.8926517
310,2007,144,1207,66,1435,65,1,1747.87687,1637.574647,110.3022225
311,2007,144,1314,74,1425,64,10,2090.59794,1707.492261,383.1056788
312,2007,144,1332,76,1424,72,4,1862.675998,1798.072828,64.60316993
313,2007,145,1326,92,1272,76,16,2014.324778,1926.43262,87.89215862
314,2007,145,1417,68,1242,55,13,2068.410799,1934.576775,133.8340246
315,2007,146,1196,85,1332,77,8,2049.554236,1862.675998,186.8782374
316,2007,146,1207,96,1314,84,12,1747.87687,2090.59794,-342.7210704
317,2007,152,1196,76,1417,66,10,2049.554236,2068.410799,-18.85656347
318,2007,152,1326,67,1207,60,7,2014.324778,1747.87687,266.4479085
319,2007,154,1196,84,1326,75,9,2049.554236,2014.324778,35.22945742
320,2008,134,1291,69,1164,60,9,1392.365436,1133.070055,259.2953815
321,2008,136,1181,71,1125,70,1,2034.188189,1634.611138,399.5770516
322,2008,136,1242,85,1340,61,24,2155.138874,1529.002338,626.1365364
323,2008,136,1243,80,1425,67,13,1758.750345,1835.896993,-77.14664825
324,2008,136,1266,74,1246,66,8,1962.315356,1622.682749,339.6326066
325,2008,136,1277,72,1396,61,11,1897.017124,1568.786633,328.2304911
326,2008,136,1323,68,1206,50,18,1889.626635,1734.426492,155.2001438
327,2008,136,1338,82,1331,63,19,2003.964779,1687.230463,316.7343162
328,2008,136,1345,90,1124,79,11,1873.99103,1758.31503,115.6759996
329,2008,136,1390,77,1165,53,24,1765.432479,1480.580768,284.8517119
330,2008,136,1401,67,1140,62,5,2066.374308,1982.655188,83.71911947
331,2008,136,1417,70,1290,29,41,2018.487533,1319.733152,698.7543806
332,2008,136,1424,71,1245,58,13,1877.44506,1781.157573,96.28748645
333,2008,136,1450,71,1457,40,31,1970.479611,1800.5765,169.9031101
334,2008,136,1452,75,1112,65,10,1928.956824,1898.354776,30.60204799
335,2008,136,1458,71,1168,56,15,1931.492238,1570.53602,360.9562174
336,2008,136,1462,73,1208,61,12,1955.509193,1698.530862,256.9783316
337,2008,137,1116,86,1231,72,14,1894.599294,1906.763201,-12.16390639
338,2008,137,1139,81,1375,61,20,1964.511623,1641.340384,323.1712399
339,2008,137,1172,82,1211,76,6,1766.09625,1859.054447,-92.95819655
340,2008,137,1207,66,1420,47,19,2111.056896,1464.17762,646.8792763
341,2008,137,1257,79,1129,61,18,1938.196948,1601.189319,337.0076285
342,2008,137,1272,87,1426,63,24,2073.59447,1523.480907,550.1135625
343,2008,137,1274,78,1388,64,14,1785.641061,1759.404266,26.2367949
344,2008,137,1280,76,1332,69,7,1764.692493,1933.695015,-169.0025221
345,2008,137,1314,113,1291,74,39,2220.706831,1392.365436,828.341395
346,2008,137,1328,72,1386,64,8,1765.984957,1593.038909,172.9460482
347,2008,137,1360,70,1163,69,1,1508.943203,1736.624305,-227.6811014
348,2008,137,1373,83,1435,62,21,1619.762526,1897.186911,-277.424385
349,2008,137,1397,72,1110,57,15,1887.678604,1373.173538,514.5050659
350,2008,137,1400,74,1122,54,20,2064.112452,1543.115688,520.9967637
351,2008,137,1437,75,1155,69,6,1959.650816,1839.372131,120.2786853
352,2008,137,1443,101,1179,99,2,1681.695608,1735.172341,-53.47673326
353,2008,138,1242,75,1424,56,19,2155.138874,1877.44506,277.6938146
354,2008,138,1277,65,1338,54,11,1897.017124,2003.964779,-106.9476552
355,2008,138,1390,82,1266,81,1,1765.432479,1962.315356,-196.8828761
356,2008,138,1417,51,1401,49,2,2018.487533,2066.374308,-47.88677514
357,2008,138,1450,61,1323,41,20,1970.479611,1889.626635,80.8529752
358,2008,138,1452,73,1181,67,6,1928.956824,2034.188189,-105.2313655
359,2008,138,1458,72,1243,55,17,1931.492238,1758.750345,172.7418929
360,2008,138,1462,85,1345,78,7,1955.509193,1873.99103,81.51816359
361,2008,139,1172,74,1207,70,4,1766.09625,2111.056896,-344.960646
362,2008,139,1257,78,1328,48,30,1938.196948,1765.984957,172.2119907
363,2008,139,1272,77,1280,74,3,2073.59447,1764.692493,308.9019766
364,2008,139,1314,108,1116,77,31,2220.706831,1894.599294,326.1075371
365,2008,139,1397,76,1139,71,5,1887.678604,1964.511623,-76.8330191
366,2008,139,1400,75,1274,72,3,2064.112452,1785.641061,278.4713905
367,2008,139,1437,84,1373,72,12,1959.650816,1619.762526,339.8882905
368,2008,139,1443,72,1360,63,9,1681.695608,1508.943203,172.7524051
369,2008,143,1257,79,1397,60,19,1938.196948,1887.678604,50.51834354
370,2008,143,1314,68,1450,47,21,2220.706831,1970.479611,250.2272206
371,2008,143,1417,88,1443,78,10,2018.487533,1681.695608,336.7919243
