track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,year_released,genres_top,genres_all,duration
169,0.9955650766,0.4053275332,0.146650627,0.9534616919,0.1107407369,0.0379361855,88.726,0.3503921264,2008.0,Rock,"[25, 12]",144.0
170,0.9957700915,0.5624159761,0.2012553388,0.9629103246,0.1119048257,0.097791467,127.066,0.5693952593,2007.0,Rock,"[25, 12]",181.0
171,0.9949853171,0.3983451005,0.2215937367,0.8448604703,0.1113261856,0.277007498,178.46,0.2250071605,2009.0,Rock,"[25, 12]",80.0
172,0.9957751489,0.4403091965,0.1956069537,0.9521473416,0.1140479349,0.0632442,58.431999999999995,0.390083104,2009.0,Rock,"[25, 12]",206.0
173,0.9939836472,0.2742158434,0.0800287628,0.9287075194,0.1171613184,0.0608216662,204.53900000000002,0.3265796539,2008.0,Rock,"[25, 12]",218.0
174,0.9957162406,0.4485085105,0.148548727,0.9423216421,0.1162726601,0.046574613,45.532,0.3559093211,2008.0,Rock,"[25, 12]",199.0
175,0.9956243133,0.4403225965,0.1747286734,0.955770286,0.1114970944,0.0548462042,105.539,0.3531438485,2007.0,Rock,"[25, 12]",111.0
176,0.9953836222,0.3802065491,0.2557454485,0.9327643,0.1092701934,0.1169894722,82.396,0.1899355849,2009.0,Rock,"[25, 12]",160.0
177,0.9956943076,0.4889558648,0.3080238515,0.9501382909,0.1141508056,0.1135676439,93.545,0.3814084141,2008.0,Rock,"[25, 12]",129.0
178,0.9870310703,0.3199129254,0.14084084119999998,0.89439857,0.1120039649,0.0905261444,189.43099999999998,0.0778856499,2009.0,Rock,"[25, 12]",259.0
179,0.9889707327,0.2780970653,0.2185921301,0.8516360087999999,0.1159646951,0.06903978200000001,87.09899999999999,0.0648216621,2009.0,Rock,"[25, 12]",90.0
181,0.9948815044,0.3772895668,0.1626839747,0.8790537198,0.1129129006,0.0890452308,64.725,0.1307055452,2007.0,Rock,"[27, 12]",171.0
182,0.9926281536,0.5678517868999999,0.0495702739,0.0994448556,0.1149523067,0.8266743934999999,136.342,0.3291267709,2005.0,Rock,"[27, 12]",228.0
183,0.9938912422,0.4668989879,0.2485036636,0.653721226,0.1127961081,0.4356481151,217.313,0.5817405302,2004.0,Rock,"[27, 12]",260.0
184,0.20408942010000006,0.7132469337,0.5018266524,0.8018495637,0.1106377913,0.0323661808,95.00299999999999,0.7012988340999999,2009.0,Rock,"[27, 12]",254.0
185,0.17362305390000002,0.463296569,0.07765358019999999,0.9374431623,0.1036428935,0.0313357321,130.27700000000002,0.4366661984,2004.0,UNKNOWN,"[10, 27, 12, 76]",143.0
188,0.6924559372,0.5316357125,0.683107402,0.906423904,0.34070861700000005,0.031280490099999995,138.034,0.4887318888,2009.0,Folk,[17],44.0
189,0.7253185308,0.6272712238,0.1028541824,0.6278781488,0.0994811578,0.0321637052,80.02199999999999,0.2903026854,2009.0,Folk,[17],283.0
190,0.8890188623,0.7985600112000001,0.3759902909,0.9086347832,0.1100363636,0.0378643905,120.07700000000001,0.960108193,2009.0,Folk,[17],249.0
191,0.1197416249,0.683730497,0.4026905828,0.9047387854,0.1127011948,0.0417469071,86.719,0.7514190192,2009.0,Folk,[17],224.0
192,0.4704657875,0.6489094645,0.6939908022,0.9387448818,0.159342067,0.0376905631,137.025,0.6567914900999999,2009.0,Folk,[17],40.0
193,0.4569079954,0.8057892329999999,0.3993712476,0.8537229762999999,0.08459352269999999,0.060618849,120.02,0.5975110868,2009.0,Folk,[17],254.0
194,0.8072843188,0.5652409028000001,0.1327011968,0.5931152177000001,0.1056752674,0.0379757972,136.877,0.0483910934,2009.0,Folk,[17],192.0
195,0.7592542704,0.7478856176,0.4561774576,0.9026156499,0.0865983407,0.028007099999999997,128.955,0.9687803396,2009.0,Folk,[17],339.0
196,0.3423262003,0.1760942769,0.6395523483,0.9265869856,0.0841585476,0.0497420534,125.603,0.15021132380000002,2009.0,Folk,[17],170.0
197,0.3049734899,0.0776074462,0.985285921,0.6842740656999999,0.3111749891,0.0672688702,178.19400000000002,0.2626510913,2009.0,Folk,[17],68.0
198,0.0013176373,0.1876728904,0.911791442,0.07739233599999999,0.2666798983,0.08449915919999999,173.204,0.07518922,2009.0,Folk,[17],269.0
199,0.0005734873,0.2806028598,0.9523387503,8.678530000000001e-05,0.3729678103,0.0987943087,151.043,0.1985311284,2009.0,Folk,[17],263.0
200,0.7489863599,0.7658863840000001,0.5131728924,0.9572094645,0.6148443675,0.8869136954000001,180.025,0.401672005,2009.0,Folk,[17],194.0
201,0.5187755094,0.7374732582,0.5444131554,0.8026578509000001,0.110735277,0.4500233347,191.933,0.8958515287000001,2009.0,Folk,[17],210.0
202,0.921198207,0.7334651133,0.4675204562,0.397152876,0.15744489150000002,0.6596091362,192.158,0.5520036221,2009.0,Folk,[17],258.0
203,0.6557190909,0.7408298514,0.542545054,0.2989391833,0.1532158096,0.464027322,92.061,0.6704863776,2009.0,Folk,[17],195.0
204,0.9663056917,0.2265489465,0.020545311200000003,0.9115104258,0.15973570480000002,0.0348008977,61.302,0.0345977347,2009.0,Folk,[17],324.0
205,0.9874326721,0.3208894632,0.0574058783,0.7858920004000001,0.0920788278,0.0401459234,75.73899999999999,0.0600717329,2009.0,Folk,[17],244.0
206,0.9760320853,0.4940761227,0.0663499835,0.6906181199,0.1125234971,0.0532629089,114.431,0.1130603815,2009.0,Folk,[17],141.0
207,0.9688673028,0.2851178807,0.020328495,0.1110461569,0.0962356826,0.0391179862,91.766,0.1005840355,2009.0,Folk,[17],96.0
208,0.6457261123,0.3918469105,0.9834314012,0.2198899012,0.06653800650000001,0.0402719287,151.461,0.32980253390000003,2009.0,Folk,[17],273.0
209,0.8647877433,0.3728920993,0.9402492697,0.9464657706,0.635640478,0.8331853336,108.155,0.15474874519999998,2009.0,Folk,[17],328.0
210,0.7597015312000001,0.6430444679,0.7153478434,0.433293314,0.1974696032,0.2001169034,146.344,0.9191223734,2009.0,Folk,[17],184.0
211,0.5941410357,0.4274533314,0.7723291791,0.7073819743,0.1897981371,0.0450513825,107.025,0.3615675733,2009.0,Folk,[17],247.0
212,0.0533032584,0.3582756015,0.9798132053,0.9245064375,0.2264890581,0.1384133102,121.816,0.2076767562,2009.0,Folk,[17],230.0
213,0.9954779199,0.4760247314,0.3816656465,0.9709613915,0.1052132864,0.0266650685,103.59299999999999,0.3810870617,2007.0,Pop,[10],247.0
226,0.9904102009,0.5248650065,0.3646367999,0.9632252038,0.0901979599,0.0375291838,115.985,0.1434310672,2006.0,Rock,"[25, 12]",231.0
228,0.34206137229999994,0.6286511934000001,0.303808952,0.066498589,0.0663054649,0.031285761,78.128,0.0932170151,2006.0,Rock,"[25, 12]",218.0
236,0.6550860397,0.6062006986999999,0.391335823,0.0147740355,0.1809990497,0.092505824,120.60600000000001,0.6039081197,0.0,UNKNOWN,"[2, 92, 15]",309.0
237,0.9624922469,0.3843767918,0.2603237114,0.6203411306000001,0.2712489341,0.1007252601,71.056,0.265148319,2003.0,Jazz,[4],450.0
238,0.9833743513,0.4373436718,0.3198265449,0.1146552968,0.0814063557,0.3083246293,81.493,0.1125345597,2003.0,Jazz,[4],821.0
246,0.9928263559,0.2232098077,0.7404361254,0.9273767801,0.1459635731,0.2199171669,151.29,0.1407341586,2008.0,UNKNOWN,"[10, 12, 76]",162.0
247,0.9604872911,0.3132473389,0.6973501378,0.8875748595999999,0.1336723081,0.6481562593,129.56,0.1511145472,2009.0,Rock,[12],146.0
248,0.9691731951,0.2659173433,0.6345121668,0.8956956101000001,0.1689487712,0.4569651152000001,67.99600000000001,0.2062696523,2007.0,UNKNOWN,"[10, 12, 76]",169.0
249,0.8637987136,0.3252623059,0.5879938455,0.9174746123,0.6950694008,0.043019997,116.81200000000001,0.377031211,2009.0,Rock,[12],125.0
250,0.9788336169,0.2345448149,0.5030695894,0.9470728967,0.388507368,0.112400022,118.397,0.2386336606,2007.0,UNKNOWN,"[10, 12, 76]",214.0
251,0.9639543025,0.4628826841,0.4888538005,0.6930209985,0.1127587266,0.5954402047999999,132.876,0.0336085977,2007.0,UNKNOWN,"[10, 12, 76]",114.0
252,0.9222257064,0.5077207928,0.2154196952,0.7085941181000001,0.1232315277,0.3948710926,120.09200000000001,0.3235740672,2009.0,Rock,[12],173.0
253,0.74354468,0.4192951371,0.5503685571,0.869123752,0.1427913861,0.2584685467,104.90799999999999,0.1129560082,2008.0,UNKNOWN,"[10, 12, 76]",148.0
254,0.8948859522,0.5266212029,0.3017405449,0.5494958457,0.0821552651,0.4623399485,114.788,0.3518669937,2008.0,UNKNOWN,"[10, 12, 76]",171.0
255,0.8660015329,0.4078730465,0.1204065081,0.0256187193,0.2227396599,0.1373962685,71.60300000000001,0.3180332941,2009.0,Rock,[12],182.0
256,0.8945592998999999,0.5207296932,0.3487424711,0.2136107507,0.2102548094,0.3484076008,106.49799999999999,0.3290599757,2009.0,Rock,"[12, 31]",202.0
257,0.9719912693,0.6006659724,0.2492559891,0.633551075,0.1058938504,0.3688745921,114.618,0.6439860775999999,2009.0,Rock,"[12, 31]",146.0
258,0.5560528632,0.2554061538,0.6615805111999999,0.8603736975,0.1040053321,0.0457623212,109.914,0.0932941442,2009.0,Rock,"[12, 31]",384.0
273,0.1144486056,0.34362392,0.7073603325,0.6995872654,0.0994395174,0.0838322046,128.063,0.0860083717,2005.0,Experimental,"[32, 38]",111.0
274,0.0128947451,0.2030913484,0.9109739295,0.9600114683,0.2387226823,0.0767421159,113.34899999999999,0.14835689289999998,2008.0,Experimental,"[32, 38]",192.0
275,0.8674283839,0.27091598570000003,0.9568681241,0.9537896396,0.1213404834,0.1811663804,131.899,0.0429726881,2006.0,Experimental,"[32, 38]",167.0
276,0.1458427055,0.4053453629,0.842615945,1.18e-08,0.0666304994,0.5634644339,98.315,0.3443116064,2006.0,Experimental,"[32, 38]",186.0
277,0.3113244672,0.2916881798,0.8108574058,0.44010699,0.3621457004,0.1060185314,166.2,0.5480567941,2006.0,Experimental,"[32, 38]",282.0
281,0.3654471625,0.2617475693,0.0723938509,0.8740612381999999,0.1313893741,0.0378087678,45.527,0.0342540436,2008.0,Experimental,"[32, 38]",346.0
282,0.9688864623,0.1553403861,0.2123027599,0.9454553954,0.34513338060000004,0.0379409424,93.523,0.0545813398,2006.0,Experimental,"[32, 38]",323.0
284,0.8592502066,0.1671394584,0.1257387686,0.9354126218,0.1494518797,0.0510931268,124.12899999999999,0.0340101489,2005.0,Experimental,"[32, 38]",141.0
285,0.9604920231,0.3342395136,0.1038395016,0.0017117107999999998,0.1322383258,0.0340278803,19.659000000000002,0.0393351264,2006.0,Experimental,"[32, 38]",234.0
293,0.9921713644,0.4421794128,0.3238733546,0.8947076713,0.1459033966,0.0474921816,106.774,0.6494600594,2005.0,Experimental,"[32, 38]",311.0
294,0.3233671248,0.4924628534,0.25730413620000003,7.58765e-05,0.2826016234,0.7028428644,99.62100000000001,0.0389656622,2006.0,Experimental,"[32, 38]",218.0
297,0.9137285397,0.4641139799,0.1780988028,0.8167432901,0.1105659032,0.0527401687,69.847,0.570839431,2008.0,Experimental,"[32, 38]",373.0
300,0.319717009,0.3469156562,0.3927317298,0.8404701556999999,0.1188422516,0.0592369239,93.40799999999999,0.0793366749,2005.0,Experimental,"[32, 38]",192.0
303,0.8270999264,0.3395867029,0.6711018868,0.0001426202,0.1232460672,0.0704179214,154.509,0.9153968665,2007.0,Rock,"[89, 12, 25]",136.0
304,0.2556017883,0.4195601795,0.5400780666,0.1997704436,0.1070198422,0.0522848252,162.509,0.840616945,1982.0,Rock,"[89, 12, 25]",191.0
305,0.902122403,0.3732103224,0.4059650965,0.8360895325,0.1040412202,0.0295943516,67.366,0.3265023473,1981.0,Rock,"[89, 12, 25]",159.0
306,0.3129665573,0.721070526,0.5316983321000001,0.5726210183,0.2001862126,0.0392801917,135.075,0.9068065277,2007.0,Rock,"[89, 12, 25]",129.0
307,0.2321377434,0.5919459183,0.663348088,0.8256449837000001,0.0607714343,0.0284292178,97.626,0.7070638032,2007.0,Rock,"[89, 12, 25]",205.0
308,0.7961002290000001,0.5117340611,0.7586598964,0.9380512319,0.129682565,0.0400857415,137.91899999999998,0.4581302088000001,1982.0,Rock,"[89, 12, 25]",186.0
309,0.5893021214,0.4461828228,0.5988975818,0.8741508142000001,0.0969968904,0.0299235733,74.717,0.3296524907,2007.0,Rock,"[89, 12, 25]",229.0
310,0.9926913948,0.2908645125,0.1011084324,0.8967505241,0.1115529286,0.0296174812,100.979,0.2022765231,1981.0,Rock,"[89, 12, 25]",146.0
311,0.4004944242,0.8625099361,0.25146958210000003,0.9089261368,0.32399052920000004,0.1136176059,105.036,0.0393987667,1982.0,Rock,"[89, 12, 25]",205.0
312,0.6743564014,0.8704490089,0.2751175212,0.8860449362,0.1043789381,0.0880396925,119.99700000000001,0.3283175456,2007.0,Rock,"[89, 12, 25]",199.0
313,0.2127990615,0.828657152,0.3549812662,0.8871058479,0.0924122247,0.076563088,128.014,0.1429171341,1982.0,Rock,"[89, 12, 25]",142.0
314,0.489298592,0.116336464,0.9154605857,0.9203064458,0.1879605054,0.06773524639999999,187.817,0.260341696,2007.0,Rock,"[89, 12, 25]",166.0
315,0.9942135098,0.08506603369999999,0.9326844569,0.9718580224,0.1230686834,0.0979859594,250.05900000000003,0.0379481555,1981.0,Rock,"[89, 12, 25]",280.0
316,0.9224228089,0.1258687834,0.929789877,0.9560028679,0.1191550358,0.0801811596,152.486,0.031685449,1981.0,Rock,"[89, 12, 25]",87.0
317,0.5922532345,0.2485647853,0.8381648490000001,0.9651271019,0.0991145249,0.0630668677,132.465,0.7621728004,1982.0,Rock,"[89, 12, 25]",198.0
318,0.7809715009,0.1294861963,0.8562096926,0.9191164711,0.17736986100000002,0.0527933066,82.103,0.1994866541,2009.0,Rock,"[89, 12, 25]",41.0
319,0.8606671418,0.1167536659,0.7252277306,0.9307923188,0.08176682240000001,0.0956310017,156.887,0.0394065151,2007.0,Rock,"[89, 12, 25]",156.0
320,0.3530200144,0.3680981225,0.941321607,0.7106046625,0.15094559289999998,0.1149938152,84.40899999999999,0.4857158252,1981.0,Rock,"[89, 12, 25]",316.0
321,0.0640077689,0.2778105899,0.914413162,0.4381983418,0.1826757591,0.0507191683,90.14,0.3062435892,1982.0,Rock,"[89, 12, 25]",273.0
322,0.4056113456,0.2446375302,0.8371315023999999,0.7257114492,0.0951294605,0.0498090918,142.916,0.3078801304,2007.0,Rock,"[89, 12, 25]",110.0
323,0.7218614628,0.106292459,0.8396127465000001,0.9082545747,0.10400048,0.0419060598,182.40200000000002,0.5533100035,2007.0,Rock,"[89, 12, 25]",237.0
324,0.1741344529,0.1863411401,0.7559094720999999,0.8048871414000001,0.1369236774,0.0597118063,133.74200000000002,0.17523411989999998,1982.0,Rock,"[89, 12, 25]",120.0
325,0.0001087347,0.3763279025,0.8961201154,0.620346113,0.08582323039999999,0.0351013787,122.311,0.5181358756000001,1981.0,Rock,"[89, 12, 25]",199.0
326,0.3917702716,0.4383517562,0.7257524895999999,0.0642896416,0.3780706105,0.1213452124,154.42700000000002,0.5244518584000001,1982.0,Rock,"[89, 12, 25]",105.0
327,0.5032126615,0.5572740438,0.5450745736,0.8886774821,0.12346443,0.0422519765,123.931,0.6053292019,1982.0,Rock,"[89, 12, 25]",259.0
328,0.4620824218,0.3075449471,0.7255635529000001,0.6787840705,0.1238698136,0.0347703908,134.439,0.0626715483,1982.0,Rock,"[89, 12, 25]",236.0
330,0.241051309,0.345030033,0.5612108697,0.1273984091,0.1133128858,0.035012897599999995,132.467,0.1699271719,2007.0,Rock,"[89, 12, 25]",270.0
331,0.5245597101,0.278861829,0.7794335095999999,0.78228045,0.1010917247,0.0461034647,149.379,0.0854773584,2007.0,Rock,"[89, 12, 25]",214.0
332,0.2995051031,0.1447591109,0.1196240716,0.022365847,0.1164174944,0.0534625137,104.111,0.0359434815,2009.0,Rock,"[89, 12, 25]",174.0
333,0.0121212177,0.4813054813,0.5877387399,0.9589826018,0.1136223698,0.0283674115,136.222,0.2166881937,2009.0,Rock,"[89, 12, 25]",96.0
334,0.0529577408,0.6522688744,0.4260417128,0.6245184898,0.0555342866,0.046406182,130.401,0.5463923471000001,2009.0,Rock,"[89, 12, 25]",275.0
335,0.9957009005,0.2129394543,0.3495002665,0.9709433459,0.2784205049,0.0365954761,90.44200000000001,0.3273490715,2009.0,Rock,"[89, 12, 25]",188.0
336,0.00016475580000000002,0.2287332256,0.9174750096,0.9532618597,0.0769286927,0.0407460859,198.505,0.8395525806999999,2009.0,Rock,"[89, 12, 25]",204.0
337,0.0182377523,0.2824112735,0.9660494141,0.9153307476,0.34632659130000004,0.0708566737,121.01700000000001,0.1861361907,2009.0,Rock,"[89, 12, 25]",271.0
338,0.0105709605,0.2066486263,0.9628938906,0.0551973202,0.3220625515,0.168999065,128.306,0.0791965448,2009.0,Rock,"[89, 12, 25]",88.0
339,2.73313e-05,0.4460656861,0.8973723159999999,0.7254044703,0.0425926709,0.06954468059999999,101.45100000000001,0.3492844969,2009.0,Rock,"[89, 12, 25]",110.0
340,0.0002430156,0.2201974155,0.9752827092,0.8749206505,0.1157771398,0.0992090615,199.791,0.2597447546,2009.0,Rock,"[89, 12, 25]",142.0
341,8.02457e-05,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.087,0.5961285095000001,2009.0,Rock,"[89, 12, 25]",84.0
342,7.8526e-06,0.2510799655,0.8214134805,0.9321840688,0.0744461216,0.0728368857,137.142,0.8289407728,2009.0,Rock,"[89, 12, 25]",55.0
343,3.66041e-05,0.2671413876,0.9808991815,0.7962105893000001,0.1167457925,0.0787449507,147.50799999999998,0.3300891358,2009.0,Rock,"[89, 12, 25]",66.0
344,0.9379669418,0.48692749,0.2840781879,0.8763324137,0.29303025920000003,0.8726262534,168.412,0.5439524388,2009.0,Rock,"[89, 12, 25]",115.0
345,0.0957277785,0.2900200786,0.0423907203,0.8994335206,0.3165551884,0.0356793631,192.08700000000002,0.1127048807,2009.0,Rock,"[89, 12, 25]",202.0
346,1.6222100000000002e-05,0.7323984659,0.9451723782,0.5672456558,0.3294573985,0.0447530865,143.262,0.9122440169,2009.0,Rock,"[89, 12, 25]",158.0
347,0.0531151608,0.2840547162,0.2502093506,0.7602322556000001,0.17058843769999998,0.4496005103,66.714,0.0390454203,2009.0,Rock,"[89, 12, 25]",150.0
348,0.6917570733,0.1681636075,0.2174108361,0.9414201517,0.1088256767,0.0470042422,103.62,0.0649701465,2009.0,Rock,"[89, 12, 25]",165.0
349,0.2839512914,0.4897625826,0.6910374032,0.8585217682999999,0.0748596651,0.0971841469,176.023,0.363376347,2009.0,Rock,"[89, 12, 25]",74.0
350,0.0001546002,0.4422754235,0.0645050063,0.9341127059,0.0991235588,0.0587613533,158.189,0.0190607411,2009.0,Rock,"[89, 12, 25]",101.0
351,0.9957964501,0.3123503978,0.0502622521,0.8671036577,0.1075874501,0.0421675546,120.057,0.038634765,2009.0,Rock,"[89, 12, 25]",249.0
352,0.5558704309,0.1022267239,0.2036903437,0.9047342322,0.1023637223,0.046348145,209.065,0.08475540320000001,2009.0,Rock,"[89, 12, 25]",165.0
353,0.0514647203,0.1184790345,0.0004300142,0.88478839,0.0997071002,0.0367565339,148.452,0.0360485397,2009.0,Rock,"[89, 12, 25]",149.0
354,0.0698997757,0.3857456609,0.7077751342,0.9378839629,0.2031710916,0.1050631933,123.45299999999999,0.0394753182,2009.0,Rock,"[89, 12, 25]",60.0
355,0.9884684306,0.1197869658,0.7098625278,0.9385785281,0.4317654289,0.04905362,90.27,0.0152631265,2009.0,Rock,"[89, 12, 25]",144.0
356,0.9525263417,0.236488862,0.782359019,0.9411034773,0.1315952133,0.0998322348,132.971,0.0370100751,2009.0,Rock,"[89, 12, 25]",225.0
357,0.5179725581,0.1333044151,0.2865861545,0.9240582528,0.19987478600000005,0.07396485929999999,97.391,0.0366967004,2009.0,Rock,"[89, 12, 25]",139.0
358,0.0012261273,0.1713533393,0.0095680062,0.8398810593000001,0.1069385893,0.0507324513,119.915,0.0307948442,2009.0,Rock,"[89, 12, 25]",121.0
359,0.7723185627,0.2030696694,0.9895928409,0.5061930458,0.1405053922,0.043740697300000006,172.263,0.1525249696,2009.0,Rock,"[89, 12, 25]",178.0
360,0.6109084866,0.3261450092,0.8143917769,0.9479699246,0.3182597108,0.0795011744,155.423,0.7596015717,2009.0,Rock,"[89, 12, 25]",126.0
361,0.2261013035,0.5806586344,0.8334278764,0.9403879859,0.08182286679999999,0.2546477296,47.001999999999995,0.5736834703,2009.0,Rock,"[89, 12, 25]",218.0
362,0.0092722141,0.7035903369,0.6890474098999999,0.8078660414,0.08996936050000001,0.0542027079,130.52700000000002,0.1346264165,2009.0,Rock,"[89, 12, 25]",122.0
363,0.7990035433,0.438533624,0.9775438492,0.9596993948,0.1405455259,0.0484280152,119.815,0.1253869082,2009.0,Rock,"[89, 12, 25]",165.0
