track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,year_released,album,album_id,artist_id,artist,genres_top,genres_all_id,track,duration,genres_all
204,0.9767540277,0.4134284125,0.2261673577,0.2648709939,0.1450636575,0.0394289715,105.012,0.2535385321,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],My Dream,324.0,['Folk']
205,0.9955932412,0.2908936588,0.13399815439999999,0.965615896,0.1017310561,0.0322284321,103.425,0.12606685310000001,2009.0,What I Know,85,127,Ed Askew,Folk,[17],What Crow Saw,244.0,['Folk']
206,0.9956487220999999,0.4031290025,0.2098922735,0.9728700043,0.128509764,0.0380096668,119.073,0.9296188952,2009.0,What I Know,85,127,Ed Askew,Folk,[17],Bella Crane,141.0,['Folk']
207,0.9872581156,0.6337333928,0.008987467800000001,0.91008157,0.1079745759,0.24867332190000002,49.581,0.7088659407,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Piano 3,96.0,['Folk']
208,0.9857274225,0.4165116076,0.36330957770000005,0.7833436078,0.2084982689,0.0331775203,110.579,0.218290722,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Safe Harbor,273.0,['Folk']
209,0.9952728476,0.4806609025,0.5754643724,0.8969551174,0.36915668960000003,0.080061934,96.053,0.2229531438,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],Safe Harbor,328.0,['Folk']
210,0.9895332895000001,0.43018957979999994,0.2270358594,0.5246838508,0.10581529419999999,0.034497727799999996,96.845,0.2727912235,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],In the French Court,184.0,['Folk']
211,0.9911357831000001,0.6055538261,0.1730043357,0.8060266737,0.1652396741,0.0298381006,95.105,0.15460030660000001,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],In America,247.0,['Folk']
212,0.8440504744,0.6687378163000001,0.35695776009999997,0.0298648372,0.6185204718,0.0289271098,100.117,0.34881740340000006,2009.0,Blue Piano,84,127,Ed Askew,Folk,[17],When I Arive,230.0,['Folk']
213,0.933741035,0.3127198225,0.34099904659999997,0.9192423237,0.0829758431,0.032745236000000004,142.499,0.0430538151,2007.0,Au,86,66,Au,Pop,[10],Boute,247.0,['Pop']
226,0.1325832964,0.5411565335,0.7572551846,0.8826174388,0.0994326594,0.029215969700000004,144.808,0.7335055159,2006.0,Bad News Bats,88,68,Bad News Bats,Rock,"[25, 12]",W.T.M.,231.0,"['Punk', 'Rock']"
228,0.016759124099999998,0.36195544960000003,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643,2006.0,Bad News Bats,88,68,Bad News Bats,Rock,"[25, 12]",Don't Run With Pizzas,218.0,"['Punk', 'Rock']"
236,0.2300126484,0.8489183547,0.4449207172,0.8200668647,0.16260593869999998,0.1017437726,120.095,0.8463134804000001,0.0,Bersa Discos #8,93,73,Banana Clipz,Electronic,"[2, 92, 15]","Push Am (Left, Right)",309.0,"['International', 'African', 'Electronic']"
237,0.9683181687000001,0.3062691187,0.5410397893,0.9562061822,0.0887635206,0.1182327158,130.996,0.039938682,2003.0,6,94,74,Barnacled,Jazz,[4],Garbage and (Garbage and Fire),450.0,['Jazz']
238,0.9761979688,0.245786029,0.28694054620000004,0.9614360163,0.1162166007,0.048798335400000004,81.869,0.1175977314,2003.0,6,94,74,Barnacled,Jazz,[4],France Attacks,821.0,['Jazz']
247,0.9933968022,0.44197155479999994,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],A New Map for Kissing,146.0,['Rock']
249,0.9797552518000001,0.3717837511,0.5234081405,0.9688381615,0.10944696179999999,0.0703791312,168.606,0.3771696974,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],The Indefinite Time Yet to Come,125.0,['Rock']
252,0.9931880002,0.7101448519,0.2506732431,0.9463424718000001,0.1059124645,0.0364616413,111.228,0.4905165083,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],It's Becoming a Stranger,173.0,['Rock']
255,0.9873281737,0.7035909912999999,0.4357120518,0.9017230301000001,0.11375812029999999,0.0676240084,122.811,0.9108207731999999,2009.0,On Opaque Things,100,80,Bird Names,Rock,[12],We Want to be Old,182.0,['Rock']
256,0.4302465419,0.2620499343,0.9720856698999999,0.8966929619,0.40734358979999996,0.151244955,118.281,0.061796259900000004,2009.0,Black Elk,102,81,Black Elk,Metal,"[12, 31]",Toggle,202.0,"['Rock', 'Metal']"
257,0.35708557469999996,0.1893451584,0.9397064969,0.9456612187000001,0.1468501128,0.0640669936,83.959,0.20225971850000002,2009.0,Black Elk,102,81,Black Elk,Metal,"[12, 31]",My Lil',146.0,"['Rock', 'Metal']"
258,0.061475306900000005,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452,2009.0,Black Elk,102,81,Black Elk,Metal,"[12, 31]",Eyebone,384.0,"['Rock', 'Metal']"
303,0.9229070256999999,0.4408680304,0.24345172780000002,0.8597139689,0.1147383417,0.33781579450000004,129.598,0.5770688544,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Splish spladdy,136.0,"['Post-Punk', 'Rock', 'Punk']"
304,0.8656867698999999,0.2788749499,0.06692455559999999,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Woo You,191.0,"['Post-Punk', 'Rock', 'Punk']"
305,0.7642476101000001,0.7331117168000001,0.0794868304,0.9354613429,0.11164063099999999,0.042528775,108.131,0.1079464553,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Disney on Ice,159.0,"['Post-Punk', 'Rock', 'Punk']"
306,0.9679604945,0.3043261534,0.34257858350000003,0.7606700273999999,0.11113636800000001,0.0444210503,142.342,0.0985764972,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Prime Four,129.0,"['Post-Punk', 'Rock', 'Punk']"
307,0.7737696606000001,0.5520261656000001,0.25132767359999997,0.5689758335,0.11074307929999999,0.05063255269999999,117.247,0.35698424659999994,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Out on the farm,205.0,"['Post-Punk', 'Rock', 'Punk']"
308,0.881460625,0.47433414890000003,0.0350171505,0.9309336375,0.10474376630000001,0.033712152200000005,92.951,0.3192393982,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Hotel,186.0,"['Post-Punk', 'Rock', 'Punk']"
309,0.3354814295,0.39026309159999995,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.382,0.039932121200000004,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Where are all the people,229.0,"['Post-Punk', 'Rock', 'Punk']"
310,0.8079393951999999,0.5854778619,0.4245642816,0.8904640175,0.110307525,0.0391659925,142.579,0.2051829532,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Going Down to Soho,146.0,"['Post-Punk', 'Rock', 'Punk']"
311,0.5666584153,0.6690948046999999,0.0575404526,0.1213279874,0.1062701681,0.051355468499999994,188.94,0.6943441968,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Tropical Holiday Time,205.0,"['Post-Punk', 'Rock', 'Punk']"
312,0.9903200573000001,0.36201378289999997,0.4860880871,0.8482693406999999,0.09392084460000001,0.5671853131,91.32,0.3769774443,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Tropical Sheep,199.0,"['Post-Punk', 'Rock', 'Punk']"
313,0.97720379,0.7488810231,0.1312602862,0.7658816688,0.11236598769999999,0.1340369193,101.106,0.5215820055,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Think Things Of You,142.0,"['Post-Punk', 'Rock', 'Punk']"
314,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.07082930330000001,0.0328616557,89.032,0.8506392186,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Daisey Chains,166.0,"['Post-Punk', 'Rock', 'Punk']"
315,0.47640169979999997,0.44301671340000004,0.1683930193,0.9096679701,0.1500001484,0.05642099440000001,107.08,0.5096621292,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Interference,280.0,"['Post-Punk', 'Rock', 'Punk']"
316,0.7971096734,0.4839170861,0.061000622000000004,0.5976705771999999,0.11034757140000001,0.1910664132,103.859,0.2525714531,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Itching in my pants,87.0,"['Post-Punk', 'Rock', 'Punk']"
317,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.977,0.2408233784,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Very Nice,198.0,"['Post-Punk', 'Rock', 'Punk']"
318,0.6051765353999999,0.45289278200000005,0.259907492,0.9652117881000001,0.0993548237,0.075779772,78.172,0.5171763460000001,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",1-2-3-4,41.0,"['Post-Punk', 'Rock', 'Punk']"
319,0.890498485,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.934,0.1224173219,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Complete Shakespeare,156.0,"['Post-Punk', 'Rock', 'Punk']"
320,0.8644036436,0.6928453265000001,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.665,0.33986853079999996,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",The Natives are Restless,316.0,"['Post-Punk', 'Rock', 'Punk']"
321,0.8975934040000001,0.25471575539999997,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.547,0.1783694552,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Heart Attack,273.0,"['Post-Punk', 'Rock', 'Punk']"
322,0.8004765473000001,0.4342176429,0.183197095,0.9392859407999999,0.1225038362,0.0787960323,143.529,0.146380735,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Shopping Bag,110.0,"['Post-Punk', 'Rock', 'Punk']"
323,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.895,0.1438152772,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Crocodile Song,237.0,"['Post-Punk', 'Rock', 'Punk']"
324,0.9672503126,0.5768811268999999,0.34345542450000005,0.9634766726999999,0.112806981,0.10542773970000001,111.988,0.4347772115,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",I just don't know,120.0,"['Post-Punk', 'Rock', 'Punk']"
325,0.9279495206999999,0.517065201,0.12899273949999998,0.9014819652,0.240380101,0.3963329322,114.819,0.4842236604,1981.0,Gold Collection,110,84,Blah Blah Blah,Rock,"[89, 12, 25]",Liquidizing Chickens,199.0,"['Post-Punk', 'Rock', 'Punk']"
326,0.9333321724,0.6141929632,0.7112310951,0.8447467308,0.1543999131,0.5798972039,197.924,0.3809198059,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Burn,105.0,"['Post-Punk', 'Rock', 'Punk']"
327,0.9281708889,0.5530911896,0.3039368772,0.9542303231999999,0.11075174189999999,0.1074009854,110.039,0.6163680635000001,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Hands Beckoning,259.0,"['Post-Punk', 'Rock', 'Punk']"
328,0.29754064620000004,0.6249534283,0.17688362219999998,0.8158711569,0.0928226301,0.0551486222,114.858,0.5036354927000001,1982.0,Stripey Collection,109,84,Blah Blah Blah,Rock,"[89, 12, 25]",Central Park,236.0,"['Post-Punk', 'Rock', 'Punk']"
331,0.8494241895,0.6947840273999999,0.25471693230000003,0.9581455137,0.1119720283,0.1139688424,85.471,0.5949017447,2007.0,Green Collection,108,84,Blah Blah Blah,Rock,"[89, 12, 25]",Weatherman,214.0,"['Post-Punk', 'Rock', 'Punk']"
332,0.9936330020999999,0.47495815,0.5908228338,0.90078984,0.1396605534,0.2288491592,101.637,0.2812481638,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",39th floor Club,174.0,"['Post-Punk', 'Rock', 'Punk']"
333,0.955110164,0.5169835965999999,0.11365646970000001,1.2840000000000001e-06,0.2087050381,0.7131848769,92.49,0.38956065549999996,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Blah intro,96.0,"['Post-Punk', 'Rock', 'Punk']"
334,0.9452163221,0.214346058,0.6419754173,0.9660182998000001,0.1110564782,0.0497727984,149.17,0.1870659257,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Blahpunk,275.0,"['Post-Punk', 'Rock', 'Punk']"
335,0.7657886575,0.6351690515,0.21223452420000002,0.8605564634,0.0854054974,0.037868588599999996,111.807,0.3782501032,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Bored,188.0,"['Post-Punk', 'Rock', 'Punk']"
336,0.9363693247,0.5618753922999999,0.1422503769,0.5554748149000001,0.1115121356,0.0772406843,124.808,0.4708601967,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Breeder,204.0,"['Post-Punk', 'Rock', 'Punk']"
337,0.8674526408,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.092,0.6857585992,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Brian's Garage,271.0,"['Post-Punk', 'Rock', 'Punk']"
338,0.9845692599,0.4600573448,0.04361365230000001,0.23800501329999998,0.1029931791,0.0397912552,118.805,0.3161046811,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Cabages in the sunset,88.0,"['Post-Punk', 'Rock', 'Punk']"
339,0.9904914909,0.45256935600000003,0.09836243480000001,0.5763007833,0.11647675099999999,0.0646204003,126.267,0.6096973499,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Chimpanzees disease,110.0,"['Post-Punk', 'Rock', 'Punk']"
340,0.9479957866,0.6014608135,0.14129708189999998,0.9124040106,0.10915763490000001,0.041656297099999996,147.178,0.4837947392,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Circles in London,142.0,"['Post-Punk', 'Rock', 'Punk']"
341,0.977281533,0.4688077411,0.134975265,0.6876997509999999,0.10538073740000001,0.0731240339,119.646,0.4307074319,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Count Dracula's castle,84.0,"['Post-Punk', 'Rock', 'Punk']"
342,0.0208577087,0.14456897259999998,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.15,0.23775655710000002,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Crash,55.0,"['Post-Punk', 'Rock', 'Punk']"
343,0.5486661313000001,0.45700684210000003,0.181635435,8.0627e-06,0.1303319789,0.11214536380000001,124.648,0.2591472334,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Cybernetics,66.0,"['Post-Punk', 'Rock', 'Punk']"
344,0.9767103587,0.5361508955,0.3306331562,0.8677543965000001,0.1192332245,0.23217361469999998,127.505,0.38016437,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Denver,115.0,"['Post-Punk', 'Rock', 'Punk']"
345,0.9323145920999999,0.34086588009999996,0.20709347670000003,0.9274021819,0.11141979210000001,0.1779467526,82.642,0.4443500783,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Ding dang (skat),202.0,"['Post-Punk', 'Rock', 'Punk']"
346,0.9467052253,0.7303981651000001,0.0648847155,0.9449288108,0.1110939217,0.0580812118,117.636,0.5947765795000001,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Disco Ghoul,158.0,"['Post-Punk', 'Rock', 'Punk']"
347,0.7346685395999999,0.7243246440000001,0.34832982149999997,0.9583185193000001,0.1216797671,0.4130827657,134.024,0.9299178603,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Down in the pits again,150.0,"['Post-Punk', 'Rock', 'Punk']"
348,0.0030567421999999995,0.44668636700000003,0.2906038763,0.8116355995000001,0.0671584089,0.0472485617,120.348,0.039228218599999996,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Excretia,165.0,"['Post-Punk', 'Rock', 'Punk']"
350,0.9896635152,0.463938455,0.3636116429,0.9190113762000001,0.11873964109999999,0.037621845099999995,99.384,0.5910034847,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Gotta Go,101.0,"['Post-Punk', 'Rock', 'Punk']"
351,0.8591577208,0.8280920198,0.08938819210000001,0.9278832236,0.1089462728,0.4172201908,126.787,0.6803529479000001,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",Hippopotamus,249.0,"['Post-Punk', 'Rock', 'Punk']"
352,0.9901322166,0.5298784857,0.19817464140000002,0.949358547,0.1336387826,0.0256587222,61.177,0.44322192380000003,2009.0,30th Anniversary Blah Blah Blah,112,84,Blah Blah Blah,Rock,"[89, 12, 25]",In Arabia,165.0,"['Post-Punk', 'Rock', 'Punk']"
